dataset,variant,step_size,acceptance,accuracy_at_100,accuracy_final,iters_to_ref_0.005,mean_error_final,ess_potential_second_half,reference_accuracy
titanic,zero,0.007498942093324559,0.47416184922406585,0.7822994402985075,0.7817164179104478,19,0.34227615457715155,1421.3783701393008,0.7835820895522388
titanic,constant,0.00011547819846894584,0.7333811254022053,0.755830223880597,0.7687733208955224,-1,4.703003798048747,221.2144747517513,0.7835820895522388
titanic,state,0.006493816315762114,0.5426418006160812,0.7827658582089552,0.7817164179104479,22,0.36112136095542957,1598.2267120873469,0.7835820895522388
titanic,state_nocorr,0.006493816315762114,0.5421797862408302,0.7827658582089552,0.7815998134328359,22,0.35779164792736395,1618.4388811438826,0.7835820895522388
breast_cancer,zero,0.0031622776601683794,0.8944248049007437,0.9246162280701754,0.9674707602339181,358,3.742446115269225,398.1214641921802,0.9649122807017544
breast_cancer,constant,0.0020535250264571464,0.8027234955013651,0.9636330409356725,0.966922514619883,83,3.920073413482872,342.67090854485093,0.9649122807017544
breast_cancer,state,0.0031622776601683794,0.8272221893737476,0.9255299707602339,0.9672880116959064,384,3.766612944029907,392.96445798343444,0.9649122807017544
breast_cancer,state_nocorr,0.0031622776601683794,0.8272546684717302,0.9255299707602339,0.9674707602339181,391,3.763924385850554,399.84466112097857,0.9649122807017544
