alpha,step_size,swirl,n_chains,n_draws,runtime_s,min_ess,median_ess,min_ess_per_s,median_ess_per_s,max_split_rhat,median_iat_iterations,msjd,projection_frequency,mean_projection_distance,mean_operator_norm_J,max_operator_norm_J,mean_a,min_a,mean_slack,min_slack,key,step_divisor
0.0,0.01666666666666667,1.0,4,3200,11.523414259000106,633.9290915010961,1609.5700087917885,55.01226262051457,139.67822145547441,1.0045004020502448,79.52434457702293,0.27643465580503784,0.03678125,0.11775175397842368,2.5095078775264437,3.724381974347804,0.9104710887013623,0.6855940274294192,3.8762690856090476,-4.659383989746857e-12,"alpha=0.0, h/1",1.0
0.5,0.01666666666666667,1.0,4,3200,14.884727407000014,625.0762706811153,1694.8911284717565,41.994472158566595,113.86779765107961,1.0053208914537495,75.52107498221116,0.27699799741835646,0.038015625,0.11714385913517797,2.5105858266213628,3.7206625990471878,0.9106026712216656,0.6848123869744982,3.869616840403664,-4.650502205549856e-12,"alpha=0.5, h/1",1.0
0.0,0.008333333333333335,1.0,4,3200,21.50944414300011,556.7940736166598,1645.6910346585425,25.886028012390977,76.51016101195276,1.006849918175271,155.55775331371137,0.1370649433753622,0.0272890625,0.08367380630946887,2.502679614951505,3.7429768623181583,0.908158349033837,0.6528633332173346,3.9347670435707554,-4.8334669600080815e-12,"alpha=0.0, h/2",2.0
0.5,0.008333333333333335,1.0,4,3200,25.900459624000007,568.9367188767943,1733.1443906075278,21.96627886671183,66.91558434745124,1.0057898822148095,147.70840870924957,0.13720689383224158,0.0271171875,0.08380621196429985,2.5022903526664804,3.741034295273325,0.9082037764757874,0.6581584845383989,3.9377892816370057,-4.794387109541276e-12,"alpha=0.5, h/2",2.0
0.0,0.0041666666666666675,1.0,4,3200,38.419817551999984,558.0429147162624,1550.3469502831276,14.524871544769034,40.3527931434027,1.0115474592690699,330.2486581513238,0.06812075834448458,0.01829296875,0.06035045385445199,2.475433728481515,3.7279033336469505,0.9065828310652966,0.6547102444797097,4.084308303830448,-4.872546810474887e-12,"alpha=0.0, h/4",4.0
0.5,0.0041666666666666675,1.0,4,3200,46.373834441999975,573.4752791823273,1612.9344287570427,12.366354563575634,34.78113138939048,1.0110087778988297,317.43385897872906,0.06815610852362741,0.018236328125,0.06022513486161927,2.4746186312076253,3.7408287890395684,0.9066160652585586,0.628057856920324,4.093306420330284,-4.773070827468473e-12,"alpha=0.5, h/4",4.0
