mc_se_mean,ess,run,coordinate,mean_langevin,mean_reference,mean_abs_error,var_langevin,var_reference,var_rel_error,wasserstein_1d,energy_1d,mean_error_in_se,var_rel_se,energy_multivariate,step_divisor,alpha,step_size,n_iterations
0.018996015379018582,1694.8911284717565,"alpha=0.5, h/1",4,-0.0008217148762573456,0.00044024920508148004,0.0012619640813388256,0.6115990913358711,0.5928468969090998,0.031630754119721036,0.013682749014786406,0.010392656615637746,0.0664330943179108,0.03435137255768755,0.006571733059807627,1.0,0.5,0.01666666666666667,40000
0.01519592744158763,2127.68644173075,"alpha=0.5, h/1",5,-0.0062923307874266175,-0.004125987180914807,0.0021663436065118107,0.491317290916268,0.4994483543447174,0.016280088537116995,0.017612946472456162,0.013862206703846863,0.14256080221751025,0.03065922585769644,0.006571733059807627,1.0,0.5,0.01666666666666667,40000
0.015065580011811056,1985.0499361640145,"alpha=0.5, h/1",6,0.006142778085372107,-0.0005370047923058348,0.006679782877677941,0.4505501607642698,0.42111693283233426,0.0698932425584849,0.017281815323962543,0.013572271020601526,0.44338039905806154,0.03174163399766099,0.006571733059807627,1.0,0.5,0.01666666666666667,40000
0.011313954760699402,2773.844217503232,"alpha=0.5, h/1",7,-0.011800446349599878,-2.7481092369901892e-05,0.011772965257229975,0.35506751660786406,0.35122558689634725,0.010938638455889695,0.016099965581651738,0.01964180325943824,1.0405702962614813,0.026851834661294975,0.006571733059807627,1.0,0.5,0.01666666666666667,40000
0.011177844933934965,2700.5061086523865,"alpha=0.5, h/1",8,0.009535644583916834,-0.0008461740890152895,0.010381818672932124,0.3374126222406332,0.3078537772330445,0.0960158594552916,0.025626935497808218,0.02509816938127727,0.9287853548060795,0.027214002216737535,0.006571733059807627,1.0,0.5,0.01666666666666667,40000
0.05323035073388548,556.7940736166598,"alpha=0.0, h/2",0,-0.027063750815899762,0.0011878959527568806,0.028251646768656644,1.5776594369849508,1.4084929042637473,0.12010463965356707,0.0640363673245388,0.04264977152255125,0.5307432015598603,0.059933231640639476,0.004407494223250374,2.0,0.0,0.008333333333333335,80000
0.0352012563702718,909.4615687983066,"alpha=0.0, h/2",1,-0.060202751661800245,-0.002540596683407565,0.05766215497839268,1.1269397041210862,1.1251024170612762,0.0016329953895299002,0.058134651402713663,0.04265473151713181,1.638070936214924,0.04689459850651826,0.004407494223250374,2.0,0.0,0.008333333333333335,80000
0.030275627851740386,965.8948179389661,"alpha=0.0, h/2",2,-0.02978673040821591,-0.0014395191288716631,0.028347211279344246,0.8853523666832794,0.9010361175215779,0.017406350903489545,0.028431591314896205,0.022233161865663126,0.9363046546271613,0.04550405292117388,0.004407494223250374,2.0,0.0,0.008333333333333335,80000
0.02476879094567119,1254.5797758684741,"alpha=0.0, h/2",3,-0.001912367299804132,-0.001020348182037847,0.000892019117766285,0.76967591659732,0.731556624783753,0.0521070967334005,0.02524010858442491,0.020174431841399915,0.036013833687840224,0.03992692432703007,0.004407494223250374,2.0,0.0,0.008333333333333335,80000
0.018727271784170878,1645.6910346585425,"alpha=0.0, h/2",4,-0.008479572995312852,0.00044024920508148004,0.008919822200394332,0.5771614687013239,0.5928468969090998,0.026457806036523583,0.015845854089531687,0.01177489510140577,0.476301209444387,0.03486108070274601,0.004407494223250374,2.0,0.0,0.008333333333333335,80000
0.017219289873460084,1741.4527915182932,"alpha=0.0, h/2",5,-0.0019387907821972262,-0.004125987180914807,0.0021871963987175804,0.5163476205330813,0.4994483543447174,0.03383586319057132,0.01565627498169924,0.012345049241666578,0.1270201277050736,0.03388903051908,0.004407494223250374,2.0,0.0,0.008333333333333335,80000
0.015140026975255235,1892.7227999424765,"alpha=0.0, h/2",6,-0.005540354728020109,-0.0005370047923058348,0.005003349935714275,0.43385070911136087,0.42111693283233426,0.03023810083670158,0.01029052491334196,0.009994661343559608,0.3304716658624003,0.03250659579066087,0.004407494223250374,2.0,0.0,0.008333333333333335,80000
0.011702961468944638,2466.917441490008,"alpha=0.0, h/2",7,-0.013792425715114,-2.7481092369901892e-05,0.013764944622744097,0.337867303566941,0.35122558689634725,0.038033343320595006,0.015097275255036069,0.01407853094643507,1.176193278878274,0.028473292534041506,0.004407494223250374,2.0,0.0,0.008333333333333335,80000
0.010287750783574167,3030.384141236951,"alpha=0.0, h/2",8,0.021344031731265894,-0.0008461740890152895,0.022190205820281184,0.3207292397099662,0.3078537772330445,0.04182330518288551,0.023757671791855325,0.025202824033291462,2.156954059939997,0.02569012134092475,0.004407494223250374,2.0,0.0,0.008333333333333335,80000
0.052512305920167465,568.9367188767943,"alpha=0.5, h/2",0,-0.01952624570848093,0.0011878959527568806,0.020714141661237813,1.5688670529949762,1.4084929042637473,0.11386223405581179,0.06157619047803975,0.04059891123039697,0.39446261782388237,0.05929021373407378,0.004536470846076668,2.0,0.5,0.008333333333333335,80000
0.03437912481861215,960.2583603273285,"alpha=0.5, h/2",1,-0.061749443299269444,-0.002540596683407565,0.05920884661586188,1.134952616691173,1.1251024170612762,0.008754935977850877,0.05987530530333597,0.0445051238613665,1.7222325154655314,0.04563740578069327,0.004536470846076668,2.0,0.5,0.008333333333333335,80000
0.030567365996784536,956.4443246294633,"alpha=0.5, h/2",2,-0.03201969010784076,-0.0014395191288716631,0.030580170978969097,0.8936670148438461,0.9010361175215779,0.008178476461078428,0.030667407315988094,0.022765886619752523,1.0004189102255623,0.04572830992794805,0.004536470846076668,2.0,0.5,0.008333333333333335,80000
0.024912753018815167,1257.819916505309,"alpha=0.5, h/2",3,-0.003075501452305269,-0.001020348182037847,0.0020551532702674223,0.7806599728564969,0.731556624783753,0.06712173249372012,0.029561466337416034,0.02356065850086884,0.08249402499656636,0.03987546534262059,0.004536470846076668,2.0,0.5,0.008333333333333335,80000
0.017929913378908605,1733.1443906075278,"alpha=0.5, h/2",4,-0.009006039070801114,0.00044024920508148004,0.009446288275882593,0.5571743675638745,0.5928468969090998,0.060171571330152135,0.020055525599378805,0.013655407781454213,0.5268451707633174,0.03397016254069168,0.004536470846076668,2.0,0.5,0.008333333333333335,80000
0.01686265270109288,1794.3640613913317,"alpha=0.5, h/2",5,8.439449906308738e-05,-0.004125987180914807,0.004210381679977894,0.5102257271881031,0.4994483543447174,0.02157855311691987,0.014775529875229013,0.012166449271899452,0.24968679333026983,0.03338564081624848,0.004536470846076668,2.0,0.5,0.008333333333333335,80000
0.015153335554556278,1894.4275739866632,"alpha=0.5, h/2",6,-0.0027695631790202522,-0.0005370047923058348,0.0022325583867144174,0.4350052386133478,0.42111693283233426,0.03297968972086688,0.009455551242962218,0.008629882026333071,0.14733115218603707,0.03249196633892269,0.004536470846076668,2.0,0.5,0.008333333333333335,80000
0.011639109665754155,2520.3392222875714,"alpha=0.5, h/2",7,-0.014433952518655157,-2.7481092369901892e-05,0.014406471426285254,0.34142751606612753,0.35122558689634725,0.027896802498934392,0.015523571983178842,0.013733335096423476,1.237764042096238,0.0281699125503525,0.004536470846076668,2.0,0.5,0.008333333333333335,80000
0.010024832753025664,3138.0332836583952,"alpha=0.5, h/2",8,0.020325213091115107,-0.0008461740890152895,0.021171387180130397,0.3153637835934769,0.3078537772330445,0.024394718908215013,0.022586866742481233,0.023530301708824884,2.1118943030486483,0.02524563070394943,0.004536470846076668,2.0,0.5,0.008333333333333335,80000
0.052185958327762974,558.0429147162624,"alpha=0.0, h/4",0,-0.0359359278952387,0.0011878959527568806,0.037123823847995584,1.5197597024286227,1.4084929042637473,0.07899705978500274,0.052381536156832,0.038288000858549616,0.7113757232325401,0.059866131958143845,0.0025549738849801606,4.0,0.0,0.0041666666666666675,160000
0.03259514704410706,971.5897594420139,"alpha=0.0, h/4",1,-0.02876200146931649,-0.002540596683407565,0.026221404785908925,1.032259332264072,1.1251024170612762,0.08251967411083044,0.04631289921440651,0.03063869776041839,0.8044573245957957,0.04537049666790183,0.0025549738849801606,4.0,0.0,0.0041666666666666675,160000
0.03137525824723337,886.2159451669467,"alpha=0.0, h/4",2,-0.007988655526837411,-0.0014395191288716631,0.006549136397965748,0.8723970293486641,0.9010361175215779,0.031784617304453255,0.015682963196991914,0.01040368418485307,0.2087356969736892,0.047505644881484135,0.0025549738849801606,4.0,0.0,0.0041666666666666675,160000
0.0240655305357979,1254.876414314709,"alpha=0.0, h/4",3,0.02430240394973931,-0.001020348182037847,0.02532275213177716,0.7267613741416518,0.731556624783753,0.006554859158740799,0.02540011461481448,0.018388723671417077,1.0522415906896014,0.039922204913755074,0.0025549738849801606,4.0,0.0,0.0041666666666666675,160000
0.019522288731683598,1550.3469502831276,"alpha=0.0, h/4",4,0.007136804104841855,0.00044024920508148004,0.006696554899760375,0.5908678534587006,0.5928468969090998,0.0033382032708902986,0.01024735393182973,0.009930597596177496,0.34302099471012515,0.03591704081496148,0.0025549738849801606,4.0,0.0,0.0041666666666666675,160000
0.017101899158314265,1691.708653723179,"alpha=0.0, h/4",5,-0.0022511187309386138,-0.004125987180914807,0.001874868449976193,0.49478241206823553,0.4994483543447174,0.009342191711901118,0.01200580316593819,0.009615820710450732,0.1096292541910298,0.034383668606114866,0.0025549738849801606,4.0,0.0,0.0041666666666666675,160000
0.014177648732513428,2087.0855859652806,"alpha=0.0, h/4",6,-0.004082659850440494,-0.0005370047923058348,0.003545655058134659,0.41951614838563983,0.42111693283233426,0.0038012825462227858,0.007616996799446184,0.006602157256251562,0.25008766439553914,0.030956002172865205,0.0025549738849801606,4.0,0.0,0.0041666666666666675,160000
0.011765404547194028,2563.3035942027136,"alpha=0.0, h/4",7,-0.006830286090711692,-2.7481092369901892e-05,0.00680280499834179,0.35482464422969906,0.35122558689634725,0.010247138783809482,0.008079163208702781,0.006970315023600693,0.5782040873353747,0.02793283233759247,0.0025549738849801606,4.0,0.0,0.0041666666666666675,160000
0.010400724952176919,2823.1973894039265,"alpha=0.0, h/4",8,0.015499853579299248,-0.0008461740890152895,0.016346027668314538,0.30539960213001704,0.3078537772330445,0.007971885630526709,0.01916258948537563,0.01846160379246358,1.5716238765542243,0.026616097327240854,0.0025549738849801606,4.0,0.0,0.0041666666666666675,160000
0.051163518494995064,573.4752791823273,"alpha=0.5, h/4",0,-0.03111575609142035,0.0011878959527568806,0.032303652044177227,1.5011894639922756,1.4084929042637473,0.06581258552877339,0.046322996187715806,0.036112058020535305,0.6313805812111465,0.05905513234036284,0.0027998003708256114,4.0,0.5,0.0041666666666666675,160000
0.03170651248027456,1018.0158630748518,"alpha=0.5, h/4",1,-0.03225066739856788,-0.002540596683407565,0.02971007071516031,1.0234143336634047,1.1251024170612762,0.09038117939829586,0.05230128564807944,0.034617830590904494,0.9370337003681408,0.04432387537878881,0.0027998003708256114,4.0,0.5,0.0041666666666666675,160000
0.03127507753155224,906.0447056576621,"alpha=0.5, h/4",2,-0.007912505825399298,-0.0014395191288716631,0.006472986696527634,0.8862299379579176,0.9010361175215779,0.016432392970424613,0.012691517173690159,0.00798026668465336,0.20696948520742384,0.04698293942487588,0.0027998003708256114,4.0,0.5,0.0041666666666666675,160000
0.024219485250678602,1262.1180427001734,"alpha=0.5, h/4",3,0.02410193182471448,-0.001020348182037847,0.025122280006752328,0.740337575745673,0.731556624783753,0.01200310497429455,0.0251559856807285,0.01990215987422689,1.0372755550636004,0.03980750975458849,0.0027998003708256114,4.0,0.5,0.0041666666666666675,160000
0.01901699808323649,1612.9344287570427,"alpha=0.5, h/4",4,0.009433094653908083,0.00044024920508148004,0.008992845448826604,0.5833116329738838,0.5928468969090998,0.01608385568842406,0.013476371212023504,0.012571340817741545,0.47288459563730034,0.03521329310978541,0.0027998003708256114,4.0,0.5,0.0041666666666666675,160000
0.01682299141608965,1727.2161190183876,"alpha=0.5, h/4",5,-0.003376718166434167,-0.004125987180914807,0.0007492690144806397,0.48882468490135744,0.4994483543447174,0.021270806783012332,0.014242277368319903,0.011054074671735086,0.044538393674981754,0.03402840998344578,0.0027998003708256114,4.0,0.5,0.0041666666666666675,160000
0.014049039387332473,2103.3430009304197,"alpha=0.5, h/4",6,-0.0028623915380051267,-0.0005370047923058348,0.002325386745699292,0.4151483926902262,0.42111693283233426,0.014173118382975154,0.009295309314651612,0.007336891605248006,0.16551927014995857,0.030836135650201133,0.0027998003708256114,4.0,0.5,0.0041666666666666675,160000
0.011719402366799924,2599.8627752288226,"alpha=0.5, h/4",7,-0.006396560595471337,-2.7481092369901892e-05,0.006369079503101435,0.35707657171814267,0.35122558689634725,0.01665876587608106,0.007951609668392232,0.007551365315261155,0.5434645303368454,0.027735741749922185,0.0027998003708256114,4.0,0.5,0.0041666666666666675,160000
0.010249733975125483,2896.8718757624865,"alpha=0.5, h/4",8,0.016433167823655326,-0.0008461740890152895,0.017279341912670616,0.30433680353277226,0.3078537772330445,0.011424169395881485,0.020134223187336535,0.019202927541201075,1.6858332084134968,0.0262754615865697,0.0027998003708256114,4.0,0.5,0.0041666666666666675,160000
