experiment,eta,s,train,train_sd,test,test_sd,d_train,t_train,d_test,t_test,U,proj,nonfinite
titanic_ball,1e-05,2,0.7703511235955056,0.02412050097645481,0.7784357541899444,0.03169437881287121,0.005730337078651687,2.5454162714213697,0.0082122905027933,2.1255878933919417,397.792150139273,0.0021866666666666666,0
titanic_ball,1e-05,5,0.7775140449438203,0.020537343714388374,0.786703910614525,0.026292078595450612,0.012893258426966297,6.225742005946824,0.01648044692737431,4.948179061161229,396.07702843273285,0.00272,0
titanic_ball,3e-06,reversible,0.6942696629213482,0.04163623201294557,0.7020111731843575,0.047822394557525905,0.0,0.0,0.0,0.0,446.49050176282384,0.0,0
titanic_ball,3e-06,0,0.6942696629213482,0.04163623201294557,0.7020111731843575,0.047822394557525905,0.0,0.0,0.0,0.0,446.49050176282384,0.0,0
titanic_ball,3e-06,0.25,0.6944241573033707,0.04059840865107084,0.7017318435754188,0.049479145737101146,0.00015449438202246756,0.29170330149285056,-0.0002793296089385444,-0.2813124431081575,446.4093050051152,0.0,0
titanic_ball,3e-06,1,0.6945786516853932,0.041623088771592945,0.7000558659217877,0.048480217005204156,0.0003089887640449385,0.18282644128511497,-0.001955307262569833,-0.8170301012335647,446.1988542422277,0.0,0
titanic_ball,3e-06,2,0.694438202247191,0.041602451348795845,0.7023463687150837,0.04763653012316208,0.00016853932584269372,0.07076212046828294,0.0003351955307262533,0.09592001087188148,445.9964531948124,0.0,0
titanic_ball,3e-06,5,0.6957022471910114,0.041015384901832416,0.7055865921787711,0.044794900444132424,0.0014325842696629165,0.35098096766496184,0.003575418994413403,0.6317878012017275,445.80120070026055,0.0,0
titanic_ball,1e-06,reversible,0.5963483146067415,0.08524456878731991,0.6035754189944135,0.09532466570265843,0.0,0.0,0.0,0.0,497.69377078971263,0.0,0
titanic_ball,1e-06,0,0.5963483146067415,0.08524456878731991,0.6035754189944135,0.09532466570265843,0.0,0.0,0.0,0.0,497.69377078971263,0.0,0
titanic_ball,1e-06,0.25,0.5967837078651685,0.08556468494854455,0.604245810055866,0.096735634942441,0.0004353932584269643,0.88113433611308,0.0006703910614525139,0.9307578419910342,497.6856581648322,0.0,0
titanic_ball,1e-06,1,0.5969101123595506,0.08427817457865211,0.6049720670391062,0.0956791116050142,0.0005617977528089885,0.553197813364237,0.001396648044692736,1.0921405973304659,497.67269458647854,0.0,0
titanic_ball,1e-06,2,0.5973735955056181,0.0818065518130194,0.6054189944134079,0.09506216328805205,0.0010252808988764001,0.7027153041089516,0.001843575418994412,0.8936078190070555,497.59245863654354,0.0,0
titanic_ball,1e-06,5,0.5978651685393259,0.08112976240805402,0.6084357541899442,0.09327932776533267,0.0015168539325842662,0.577039862573549,0.0048603351955307265,1.338052132030611,497.57600211126754,0.0,0
titanic_lp,0.0001,reversible,0.8052387640449439,0.009111036267497801,0.8053072625698325,0.012463576629566297,0.0,0.0,0.0,0.0,371.0912066447417,0.15535,0
titanic_lp,0.0001,0,0.8052387640449439,0.009111036267497801,0.8053072625698325,0.012463576629566297,0.0,0.0,0.0,0.0,371.0912066447417,0.15535,0
titanic_lp,0.0001,0.25,0.8053792134831461,0.00857290264154564,0.8047486033519554,0.012488844930475888,0.0001404494382022481,0.35694975474585827,-0.0005586592178770899,-0.6723502022908453,371.0585310436047,0.15603,0
titanic_lp,0.0001,1,0.8042275280898877,0.008744661693702062,0.8036312849162013,0.013200602307968176,-0.0010112359550561811,-1.6556884254102389,-0.001675977653631281,-1.5978136925150346,371.0804303612513,0.15767,0
titanic_lp,0.0001,2,0.8051264044943821,0.008308801062441378,0.8056983240223462,0.013697655496592895,-0.00011235955056180025,-0.1482375230597309,0.00039106145251396776,0.365810057477615,371.2882246757446,0.15968,0
titanic_lp,0.0001,5,0.7701404494382023,0.025251104777953684,0.7807821229050279,0.03161370834674292,-0.03509831460674158,-13.907419889714998,-0.02452513966480447,-7.522320935226204,392.3049430551141,0.2531,0
titanic_lp,3e-05,reversible,0.8047471910112359,0.008431646640339123,0.8049162011173184,0.011192354188872522,0.0,0.0,0.0,0.0,371.9346219575544,0.03609,0
titanic_lp,3e-05,0,0.8047471910112359,0.008431646640339123,0.8049162011173184,0.011192354188872522,0.0,0.0,0.0,0.0,371.9346219575544,0.03609,0
