experiment,dataset,geometry,h,s,s_tuple,method,sel_train_acc,final_train_acc,final_train_sd,final_test_acc,final_test_sd,paired_dtrain,paired_dtrain_se,paired_dtest,paired_dtest_se,train_loss_U,projection_rate,n_nonfinite
magic_ball,magic,ball,3e-05,"(5,5,5)","[5.0, 5.0, 5.0]",non-reversible,0.6733661409043112,0.6845820189274449,0.06926341201986351,0.6854679284963197,0.06978175456736416,-0.10636109358569923,0.004099288445683057,-0.08815983175604625,0.014026986567990554,9577.608348808324,0.91408,0
magic_ball,magic,ball,3e-05,"(7,7,7)","[7.0, 7.0, 7.0]",non-reversible,0.606855730809674,0.6066587802313355,0.0626499595264253,0.608496319663512,0.061599166974640074,-0.17287150368033655,0.003129582283191365,-0.16513144058885382,0.01238463965162066,12265.439198523029,0.94996,0
magic_ball,magic,ball,3e-05,"(10,10,10)","[10.0, 10.0, 10.0]",non-reversible,0.5623570977917981,0.5647003154574134,0.07275278427538398,0.5637118822292324,0.0688235474746554,-0.21737013669821237,0.0028937054781791533,-0.20991587802313355,0.014002366362442092,14183.22681884449,0.96168,0
magic_ball,magic,ball,3e-05,"(2,7,2)","[2.0, 7.0, 2.0]",non-reversible,0.7610246056782334,0.7648054679284964,0.02003371114536027,0.7619663512092534,0.021876484505625775,-0.01870262881177706,0.00101061022271787,-0.011661409043112502,0.004311702249591378,7865.173040617096,0.79432,0
magic_ball,magic,ball,3e-05,"(1,0.25,1)","[1.0, 0.25, 1.0]",non-reversible,0.7786146161934806,0.7788617245005257,0.005955266881214367,0.7728180862250261,0.005885055739952341,-0.001112618296529937,8.786031170740783e-05,-0.0008096740273396508,0.0009580952077723789,7611.2410043102045,0.6492,0
magic_ball,magic,ball,1e-05,reversible (no J),,reversible,0.7807165089379601,0.7810515247108307,0.0015978188155012377,0.7748370136698212,0.0025657526156796294,0.0,0.0,0.0,0.0,7565.296792222291,0.49548,0
magic_ball,magic,ball,1e-05,"(0,0,0)","[0.0, 0.0, 0.0]",non-reversible,0.7807165089379601,0.7810515247108307,0.0015978188155012377,0.7748370136698212,0.0025657526156796294,0.0,0.0,0.0,0.0,7565.296792222291,0.49548,0
magic_ball,magic,ball,1e-05,"(0.02,0.02,0.02)","[0.02, 0.02, 0.02]",non-reversible,0.7807116719242901,0.7810594111461618,0.001617395895660892,0.7748264984227129,0.0025679513005676426,-4.8370136698183685e-06,5.668082344096123e-06,-1.051524710830698e-05,4.150970656266013e-05,7565.332730034956,0.49552,0
magic_ball,magic,ball,1e-05,"(0.05,0.05,0.05)","[0.05, 0.05, 0.05]",non-reversible,0.7807171398527867,0.7810646687697163,0.0016526966313820668,0.7747844374342796,0.002606282712235744,6.309148265648546e-07,8.321729180970244e-06,-5.257623554153046e-05,8.979101617560337e-05,7565.395068571178,0.49576,0
magic_ball,magic,ball,1e-05,"(0.1,0.1,0.1)","[0.1, 0.1, 0.1]",non-reversible,0.780711251314406,0.7810567823343848,0.0016670472273423358,0.7748054679284962,0.002560989818422562,-5.257623554184576e-06,1.4939578421119558e-05,-3.1545741324916496e-05,0.00011490844702268289,7565.521494734387,0.49552,0
