geometry,method,iteration,simulated_time,train_acc_mean,train_acc_sd,test_acc_mean,test_acc_sd,n_repeats
unit ball,Projected SGLD,570,0.057,0.6685000000000002,0.005139315434113098,0.65735,0.010068076361259969,100
unit ball,Projected SGLD,580,0.058,0.66830625,0.004986799968593851,0.6573750000000002,0.010227062287397257,100
unit ball,Projected SGLD,590,0.059000000000000004,0.6674374999999999,0.00582080635446341,0.6553000000000001,0.01094799460442807,100
unit ball,Projected SGLD,600,0.060000000000000005,0.6687937500000001,0.005729084021442473,0.65435,0.01049663245661641,100
unit ball,Projected SGLD,610,0.061000000000000006,0.66726875,0.005934362541609046,0.6525250000000001,0.010519912575970429,100
unit ball,Projected SGLD,620,0.062,0.668325,0.006161545785324202,0.6539499999999998,0.011482199662560713,100
unit ball,Projected SGLD,630,0.063,0.6685,0.005762557653253514,0.655425,0.010175573594633282,100
unit ball,Projected SGLD,640,0.064,0.6681937499999998,0.0061004164195917155,0.6559999999999999,0.009930312739844165,100
unit ball,Projected SGLD,650,0.065,0.6686937499999999,0.005645022585196077,0.6542250000000002,0.010863565043508763,100
unit ball,Projected SGLD,660,0.066,0.66831875,0.005396008830654839,0.654125,0.008778812590837706,100
unit ball,Projected SGLD,670,0.067,0.66798125,0.00467779297950336,0.652975,0.010185743403741765,100
unit ball,Projected SGLD,680,0.068,0.668875,0.005850219066950664,0.654375,0.010380239336685299,100
unit ball,Projected SGLD,690,0.069,0.66871875,0.005398699075198158,0.6553,0.010959521481849074,100
unit ball,Projected SGLD,700,0.07,0.6684375000000001,0.005123552394717371,0.655,0.010112997936948637,100
unit ball,Projected SGLD,710,0.07100000000000001,0.6683625000000001,0.005005347519191728,0.6554999999999999,0.009501461875826156,100
unit ball,Projected SGLD,720,0.07200000000000001,0.6693124999999999,0.00537608633607472,0.65435,0.009663662019977922,100
unit ball,Projected SGLD,730,0.07300000000000001,0.66811875,0.0061104980609628205,0.6530000000000001,0.01061849919962917,100
unit ball,Projected SGLD,740,0.07400000000000001,0.6691062499999998,0.0052654107332091304,0.654075,0.010717062530979725,100
unit ball,Projected SGLD,750,0.075,0.6680062499999998,0.0061331854962008185,0.6553500000000001,0.0106897241320907,100
unit ball,Projected SGLD,760,0.076,0.6682250000000001,0.005552435992836429,0.6546000000000001,0.010345789169287847,100
unit ball,Projected SGLD,770,0.077,0.66835625,0.004938586697956444,0.6555250000000001,0.009026441237505602,100
unit ball,Projected SGLD,780,0.078,0.6683937500000002,0.004765868463312426,0.6561499999999999,0.010697989049207796,100
unit ball,Projected SGLD,790,0.079,0.66858125,0.005357231465717411,0.6536,0.009315730152963235,100
unit ball,Projected SGLD,800,0.08,0.6690999999999998,0.0057380750300518885,0.65605,0.009375580790090574,100
unit ball,Projected SGLD,810,0.081,0.6686374999999998,0.005286444571933123,0.6545000000000001,0.010292441082383884,100
unit ball,Projected SGLD,820,0.082,0.66829375,0.005085952349413533,0.6537249999999999,0.009397876130146424,100
unit ball,Projected SGLD,830,0.083,0.6689375000000001,0.005106581834290237,0.6571499999999999,0.010772087949319714,100
unit ball,Projected SGLD,840,0.084,0.668225,0.00560407161685758,0.65675,0.00917355113377805,100
unit ball,Projected SGLD,850,0.085,0.6684125000000001,0.005610897023118536,0.6542,0.008541934585598663,100
unit ball,Projected SGLD,860,0.08600000000000001,0.6679999999999999,0.005466697847287283,0.6540749999999999,0.009774315703656583,100
unit ball,Projected SGLD,870,0.08700000000000001,0.66924375,0.005180832699684601,0.653575,0.01040381024801817,100
unit ball,Projected SGLD,880,0.08800000000000001,0.6685125,0.005737703694586253,0.65495,0.011997369240248832,100
unit ball,Projected SGLD,890,0.08900000000000001,0.66830625,0.005609402477001436,0.6557999999999999,0.009891328719559573,100
unit ball,Projected SGLD,900,0.09000000000000001,0.6684375000000001,0.0045923636934512594,0.6560250000000001,0.011090166496914878,100
unit ball,Projected SGLD,910,0.091,0.6681750000000001,0.005764392396165417,0.6556000000000001,0.009828838212426779,100
unit ball,Projected SGLD,920,0.092,0.6680125,0.005785368277915512,0.6549,0.010193333135144783,100
unit ball,Projected SGLD,930,0.093,0.6677624999999999,0.005900037985667821,0.655825,0.010019268053267789,100
unit ball,Projected SGLD,940,0.094,0.6685562499999999,0.005481614558612448,0.6553999999999999,0.010185898352748537,100
unit ball,Projected SGLD,950,0.095,0.6679,0.005615887680896439,0.654825,0.009137384359284288,100
unit ball,Projected SGLD,960,0.096,0.66804375,0.005297088459615327,0.6548,0.010160827930952496,100
unit ball,Projected SGLD,970,0.097,0.6678312500000001,0.0055130233494898396,0.6551999999999998,0.010869287655656845,100
unit ball,Projected SGLD,980,0.098,0.66865625,0.006808606755201076,0.654325,0.010492030405036112,100
unit ball,Projected SGLD,990,0.099,0.6676437500000002,0.005899820634792826,0.6544,0.010126223582382732,100
unit ball,Projected SGLD,1000,0.1,0.6686624999999999,0.005415224166899997,0.654825,0.010176814359368586,100
unit ball,Non-reversible SGLD,0,0.0,0.49674999999999997,0.062149522373974295,0.491475,0.0687038136870983,100
unit ball,Non-reversible SGLD,10,0.001,0.5569062499999999,0.042911644215530856,0.555275,0.04543545621888463,100
unit ball,Non-reversible SGLD,20,0.002,0.5828437500000001,0.039528608003501005,0.57435,0.043608711250961045,100
unit ball,Non-reversible SGLD,30,0.003,0.5952999999999999,0.033088528139590075,0.5879,0.04332855451504972,100
unit ball,Non-reversible SGLD,40,0.004,0.5976374999999999,0.035413166048031554,0.5896250000000001,0.04081612964740704,100
unit ball,Non-reversible SGLD,50,0.005,0.6022187500000001,0.0321029277777988,0.59365,0.035254163734317404,100
unit ball,Non-reversible SGLD,60,0.006,0.60439375,0.029150760679083357,0.594825,0.04107497302605212,100
unit ball,Non-reversible SGLD,70,0.007,0.6059375,0.03139631152739526,0.5946999999999999,0.03454480328998031,100
unit ball,Non-reversible SGLD,80,0.008,0.6057437499999999,0.03149195411413473,0.5976500000000001,0.03625425784816471,100
unit ball,Non-reversible SGLD,90,0.009000000000000001,0.6081437499999999,0.03133063523501874,0.596125,0.03717175362660158,100
unit ball,Non-reversible SGLD,100,0.01,0.60959375,0.029563770607157445,0.6048250000000001,0.03329022781052674,100
unit ball,Non-reversible SGLD,110,0.011000000000000001,0.607325,0.03159295148183109,0.599075,0.03644848135285328,100
unit ball,Non-reversible SGLD,120,0.012,0.6053562499999999,0.02976195209682383,0.599675,0.03795707137908255,100
unit ball,Non-reversible SGLD,130,0.013000000000000001,0.60506875,0.03456768710961996,0.592275,0.0413229688251613,100
unit ball,Non-reversible SGLD,140,0.014,0.6057187500000001,0.03371916555828406,0.5965,0.04124177297818122,100
unit ball,Non-reversible SGLD,150,0.015000000000000001,0.6053875,0.02813780292209803,0.5999999999999999,0.03634674481416263,100
unit ball,Non-reversible SGLD,160,0.016,0.5995062499999999,0.03478086783507726,0.5921500000000001,0.04217121786433985,100
unit ball,Non-reversible SGLD,170,0.017,0.6048374999999999,0.029764519311564312,0.597225,0.03286199910000128,100
unit ball,Non-reversible SGLD,180,0.018000000000000002,0.6028000000000001,0.028341197660799105,0.5972000000000001,0.03566694987143298,100
unit ball,Non-reversible SGLD,190,0.019,0.602725,0.03091200038297049,0.5926750000000001,0.0348377462044556,100
unit ball,Non-reversible SGLD,200,0.02,0.6089875,0.03187466329788497,0.5982999999999999,0.03535691037281272,100
unit ball,Non-reversible SGLD,210,0.021,0.6083937500000001,0.02920739242745946,0.5973250000000001,0.036274164707854065,100
unit ball,Non-reversible SGLD,220,0.022000000000000002,0.60861875,0.03166670342402173,0.596525,0.037111446612830515,100
unit ball,Non-reversible SGLD,230,0.023,0.6027625000000001,0.03253424041287001,0.595725,0.03607528428666414,100
unit ball,Non-reversible SGLD,240,0.024,0.6053250000000001,0.03273353352712959,0.6026499999999999,0.038400501101528414,100
unit ball,Non-reversible SGLD,250,0.025,0.6045437499999999,0.029772370711200535,0.59485,0.03373212208868663,100
unit ball,Non-reversible SGLD,260,0.026000000000000002,0.60565,0.02910137714121364,0.5960249999999999,0.0321633594625809,100
unit ball,Non-reversible SGLD,270,0.027,0.6049625000000001,0.035738049408229465,0.5941500000000002,0.03623579484822746,100
unit ball,Non-reversible SGLD,280,0.028,0.6066125,0.030467369011697564,0.6007250000000001,0.0378982139580762,100
unit ball,Non-reversible SGLD,290,0.029,0.60655,0.03446716066259903,0.597575,0.035599935804618094,100
unit ball,Non-reversible SGLD,300,0.030000000000000002,0.6034999999999999,0.03207398525757331,0.601425,0.0361206854051998,100
unit ball,Non-reversible SGLD,310,0.031,0.60155625,0.034364093196234576,0.5926,0.043339043912766786,100
unit ball,Non-reversible SGLD,320,0.032,0.6018124999999999,0.03290485739448684,0.5987499999999999,0.04005283757712801,100
unit ball,Non-reversible SGLD,330,0.033,0.6047499999999999,0.034343132611568176,0.597475,0.036133337177121576,100
unit ball,Non-reversible SGLD,340,0.034,0.60646875,0.027958101176609174,0.5987250000000001,0.03818729593342622,100
unit ball,Non-reversible SGLD,350,0.035,0.60565,0.030811560699310132,0.5942,0.03938427620410475,100
unit ball,Non-reversible SGLD,360,0.036000000000000004,0.6059687500000001,0.03426323370652247,0.59835,0.0377495401002155,100
unit ball,Non-reversible SGLD,370,0.037000000000000005,0.6027625,0.03356937966752776,0.5923,0.0401271338209804,100
unit ball,Non-reversible SGLD,380,0.038,0.60541875,0.03427689800810571,0.5977250000000001,0.038550267263154046,100
unit ball,Non-reversible SGLD,390,0.039,0.60186875,0.0334838569907541,0.59355,0.04277935521163489,100
unit ball,Non-reversible SGLD,400,0.04,0.600625,0.030088909707294775,0.5961000000000001,0.04282970742818398,100
unit ball,Non-reversible SGLD,410,0.041,0.6017,0.03247669133082956,0.5983249999999999,0.0382691409162088,100
unit ball,Non-reversible SGLD,420,0.042,0.60551875,0.031396004252415254,0.598875,0.037314143810126855,100
unit ball,Non-reversible SGLD,430,0.043000000000000003,0.606175,0.032306177091739406,0.599725,0.03631354583500641,100
unit ball,Non-reversible SGLD,440,0.044000000000000004,0.6037250000000001,0.03172815004141441,0.599825,0.04018149323992202,100
unit ball,Non-reversible SGLD,450,0.045000000000000005,0.5988625000000001,0.03374174281707057,0.5951,0.04076899693530748,100
unit ball,Non-reversible SGLD,460,0.046,0.60214375,0.029688813102273334,0.5916750000000001,0.03618320212697622,100
unit ball,Non-reversible SGLD,470,0.047,0.6003812500000001,0.03245880438351936,0.5943499999999999,0.03489453808089152,100
unit ball,Non-reversible SGLD,480,0.048,0.6012187500000001,0.02917645601410372,0.5910500000000001,0.03748935875954696,100
unit ball,Non-reversible SGLD,490,0.049,0.60233125,0.03317170271173089,0.593975,0.039808720365916275,100
unit ball,Non-reversible SGLD,500,0.05,0.6044437500000001,0.03311313335663727,0.5920000000000001,0.03537140601723889,100
unit ball,Non-reversible SGLD,510,0.051000000000000004,0.6078374999999999,0.03303111337447734,0.5973,0.03488197995029131,100
unit ball,Non-reversible SGLD,520,0.052000000000000005,0.60385,0.03390382081206433,0.5977,0.04164647995844658,100
unit ball,Non-reversible SGLD,530,0.053000000000000005,0.6046812500000001,0.036699311290258475,0.5967749999999999,0.04451378035411215,100
unit ball,Non-reversible SGLD,540,0.054,0.6056062500000001,0.032855891223160905,0.5969,0.03942791658280471,100
unit ball,Non-reversible SGLD,550,0.055,0.6012125,0.03294360472340144,0.596725,0.03835423507886513,100
unit ball,Non-reversible SGLD,560,0.056,0.6026625000000001,0.0324885396460557,0.5976250000000001,0.03403313707538461,100
unit ball,Non-reversible SGLD,570,0.057,0.60395625,0.033631485588904136,0.59595,0.038053623780505884,100
unit ball,Non-reversible SGLD,580,0.058,0.6013062499999999,0.02952567137062871,0.5922499999999999,0.03708865300625222,100
unit ball,Non-reversible SGLD,590,0.059000000000000004,0.608775,0.030340153870221015,0.5986,0.03603855959632374,100
unit ball,Non-reversible SGLD,600,0.060000000000000005,0.6094312500000001,0.03010190171829815,0.59625,0.03780515570632923,100
unit ball,Non-reversible SGLD,610,0.061000000000000006,0.6115750000000001,0.030582321839437064,0.60315,0.03171173029627741,100
unit ball,Non-reversible SGLD,620,0.062,0.6089937500000001,0.030551911728898477,0.6026,0.03053587061047046,100
unit ball,Non-reversible SGLD,630,0.063,0.6016,0.033405263300288715,0.594525,0.03716380441485854,100
unit ball,Non-reversible SGLD,640,0.064,0.60314375,0.02974274896249436,0.5989249999999999,0.03401621531035462,100
unit ball,Non-reversible SGLD,650,0.065,0.6077125000000001,0.029461204909116835,0.59735,0.0350735518646749,100
unit ball,Non-reversible SGLD,660,0.066,0.60429375,0.03149307671532704,0.59575,0.03953565709354255,100
unit ball,Non-reversible SGLD,670,0.067,0.60515,0.03355938032168886,0.592675,0.037055880202415334,100
unit ball,Non-reversible SGLD,680,0.068,0.6024812499999999,0.03064238259005743,0.59705,0.037664420689273656,100
unit ball,Non-reversible SGLD,690,0.069,0.6016875000000002,0.030550956667227763,0.592325,0.03598936255578469,100
unit ball,Non-reversible SGLD,700,0.07,0.603675,0.030698579409767116,0.5975250000000001,0.03321474169185372,100
unit ball,Non-reversible SGLD,710,0.07100000000000001,0.60444375,0.02887310258206843,0.597675,0.03471248247236056,100
unit ball,Non-reversible SGLD,720,0.07200000000000001,0.60623125,0.03064019348429527,0.6039,0.03730220563793173,100
unit ball,Non-reversible SGLD,730,0.07300000000000001,0.60166875,0.03310278402627797,0.5975,0.03829543581212263,100
unit ball,Non-reversible SGLD,740,0.07400000000000001,0.5995250000000001,0.029087435674899464,0.597125,0.03566357781866933,100
unit ball,Non-reversible SGLD,750,0.075,0.60238125,0.03293903811600418,0.594425,0.03574576156269396,100
unit ball,Non-reversible SGLD,760,0.076,0.5968375000000001,0.03434816675375025,0.5896,0.03907665349649133,100
unit ball,Non-reversible SGLD,770,0.077,0.6034375000000001,0.030741506895598358,0.5959,0.0410538572112194,100
unit ball,Non-reversible SGLD,780,0.078,0.6006687499999999,0.03181313998879975,0.587475,0.03890952825322981,100
unit ball,Non-reversible SGLD,790,0.079,0.6057312499999999,0.032216010468281514,0.6009499999999999,0.034222570672501264,100
unit ball,Non-reversible SGLD,800,0.08,0.6054875000000001,0.031105040048425295,0.59725,0.038081352312377165,100
unit ball,Non-reversible SGLD,810,0.081,0.611675,0.026562426470486466,0.6045250000000001,0.03043807880622792,100
unit ball,Non-reversible SGLD,820,0.082,0.6003437500000001,0.03210735216139221,0.5868249999999999,0.041620967363126295,100
unit ball,Non-reversible SGLD,830,0.083,0.5990187499999999,0.03384506054687622,0.595175,0.0393832743430482,100
unit ball,Non-reversible SGLD,840,0.084,0.6059125000000001,0.030726219041986948,0.5969999999999999,0.042058761203100044,100
unit ball,Non-reversible SGLD,850,0.085,0.604925,0.031073273008399765,0.59785,0.039373278381474024,100
unit ball,Non-reversible SGLD,860,0.08600000000000001,0.6011062500000002,0.027355112898771686,0.59405,0.037723709823243565,100
unit ball,Non-reversible SGLD,870,0.08700000000000001,0.60016875,0.033096561429734994,0.5944000000000002,0.03500021644954716,100
unit ball,Non-reversible SGLD,880,0.08800000000000001,0.59998125,0.03769210631514538,0.596325,0.0413784806586245,100
unit ball,Non-reversible SGLD,890,0.08900000000000001,0.60085,0.029651346273965134,0.59465,0.03762356745821464,100
unit ball,Non-reversible SGLD,900,0.09000000000000001,0.601175,0.032447908914586356,0.595925,0.03799862936124583,100
unit ball,Non-reversible SGLD,910,0.091,0.6006812499999998,0.033304923380808364,0.5933249999999999,0.038377864450721846,100
unit ball,Non-reversible SGLD,920,0.092,0.60275625,0.033510901922570537,0.5967749999999999,0.03747270892451484,100
unit ball,Non-reversible SGLD,930,0.093,0.6045,0.035751536309434985,0.595875,0.0411488659219992,100
unit ball,Non-reversible SGLD,940,0.094,0.60524375,0.0292489228358598,0.5992500000000001,0.03871434495184575,100
unit ball,Non-reversible SGLD,950,0.095,0.60519375,0.03376772998097713,0.5958749999999999,0.03710035360173455,100
unit ball,Non-reversible SGLD,960,0.096,0.605925,0.02943296719803846,0.597,0.03597663383111574,100
unit ball,Non-reversible SGLD,970,0.097,0.6037375,0.03165893795238127,0.60005,0.03522291924875109,100
unit ball,Non-reversible SGLD,980,0.098,0.6021249999999999,0.030308676083913594,0.591,0.035444507773604805,100
unit ball,Non-reversible SGLD,990,0.099,0.6076625,0.027758288301774736,0.60165,0.03596122350476407,100
unit ball,Non-reversible SGLD,1000,0.1,0.60391875,0.03100444623845151,0.594825,0.03707291307462072,100
unit ball,Reversible anchored Langevin,0,0.0,0.49674999999999997,0.062149522373974295,0.491475,0.0687038136870983,100
unit ball,Reversible anchored Langevin,10,0.001,0.5583625,0.04979565091197699,0.5507500000000001,0.057506587237964105,100
unit ball,Reversible anchored Langevin,20,0.002,0.62785625,0.02131197420779779,0.6159749999999999,0.028608059805911093,100
unit ball,Reversible anchored Langevin,30,0.003,0.6564187499999999,0.00932027588720615,0.6446999999999999,0.015579220815307845,100
unit ball,Reversible anchored Langevin,40,0.004,0.6642625,0.006737537597578798,0.6516249999999999,0.012171828502361898,100
unit ball,Reversible anchored Langevin,50,0.005,0.6661625000000001,0.006863810913226358,0.65315,0.01103609779521071,100
unit ball,Reversible anchored Langevin,60,0.006,0.6675250000000003,0.006037367854128202,0.654625,0.01001498246315858,100
unit ball,Reversible anchored Langevin,70,0.007,0.6670687500000001,0.005989979400607064,0.6557,0.009620842273969893,100
unit ball,Reversible anchored Langevin,80,0.008,0.6691187500000002,0.00550846957494373,0.6566,0.008929578586774064,100
unit ball,Reversible anchored Langevin,90,0.009000000000000001,0.6686,0.005042527474722698,0.6564500000000001,0.00988047252785703,100
unit ball,Reversible anchored Langevin,100,0.01,0.6695500000000003,0.004499123090765414,0.6557999999999999,0.009319524416703652,100
unit ball,Reversible anchored Langevin,110,0.011000000000000001,0.6700624999999999,0.004995657836784087,0.6550249999999999,0.010471793523363597,100
unit ball,Reversible anchored Langevin,120,0.012,0.66871875,0.005336214154484922,0.6557249999999999,0.009733150423769136,100
unit ball,Reversible anchored Langevin,130,0.013000000000000001,0.6694625000000001,0.005172238564458984,0.6560250000000001,0.009073876088680481,100
unit ball,Reversible anchored Langevin,140,0.014,0.6697687499999999,0.005316420122287804,0.655175,0.009752330723752901,100
unit ball,Reversible anchored Langevin,150,0.015000000000000001,0.6695875000000001,0.005191427106686601,0.656125,0.010264033261241843,100
unit ball,Reversible anchored Langevin,160,0.016,0.6690875000000002,0.0049519630583550545,0.6555250000000001,0.010257388320206822,100
unit ball,Reversible anchored Langevin,170,0.017,0.6690625,0.0051481369828258695,0.654975,0.009282974259961689,100
unit ball,Reversible anchored Langevin,180,0.018000000000000002,0.6687062500000001,0.0054284945164056716,0.6539250000000001,0.00996999918948763,100
unit ball,Reversible anchored Langevin,190,0.019,0.6692374999999999,0.004651337784102356,0.6560250000000001,0.00907387608868048,100
unit ball,Reversible anchored Langevin,200,0.02,0.6696374999999999,0.005248090682151065,0.6552,0.009256992988650223,100
unit ball,Reversible anchored Langevin,210,0.021,0.66970625,0.005319981363176513,0.6545250000000001,0.008481225552282343,100
unit ball,Reversible anchored Langevin,220,0.022000000000000002,0.6693374999999999,0.004756391898160721,0.6551250000000001,0.009437293044088446,100
unit ball,Reversible anchored Langevin,230,0.023,0.6691000000000001,0.0048406749362443074,0.654975,0.008374858660046612,100
unit ball,Reversible anchored Langevin,240,0.024,0.6696,0.004923274963237015,0.6549499999999999,0.009093926266992446,100
unit ball,Reversible anchored Langevin,250,0.025,0.6699125000000001,0.004814274728514785,0.655675,0.009380124861868453,100
unit ball,Reversible anchored Langevin,260,0.026000000000000002,0.6697624999999999,0.00488324865476277,0.65415,0.010026606020126082,100
unit ball,Reversible anchored Langevin,270,0.027,0.6698562499999998,0.0045434342890470925,0.6558499999999999,0.009842317416198907,100
unit ball,Reversible anchored Langevin,280,0.028,0.6701125,0.004770936713184541,0.65595,0.00897372708398121,100
unit ball,Reversible anchored Langevin,290,0.029,0.66908125,0.005238514824177867,0.6553249999999998,0.010327069215700006,100
unit ball,Reversible anchored Langevin,300,0.030000000000000002,0.6684812500000001,0.004795580582024127,0.6560500000000001,0.010151503844408001,100
unit ball,Reversible anchored Langevin,310,0.031,0.6686000000000001,0.005413839588583049,0.6559000000000001,0.009498272038490579,100
unit ball,Reversible anchored Langevin,320,0.032,0.6691062500000001,0.00534499125373702,0.65365,0.008964154204723426,100
unit ball,Reversible anchored Langevin,330,0.033,0.6691750000000001,0.0051099650120370165,0.6548000000000002,0.008398833492837213,100
unit ball,Reversible anchored Langevin,340,0.034,0.6697562500000003,0.004559074056209219,0.6554749999999998,0.0095458423442149,100
unit ball,Reversible anchored Langevin,350,0.035,0.6689500000000003,0.005362403021185201,0.654725,0.009929645186780528,100
unit ball,Reversible anchored Langevin,360,0.036000000000000004,0.66871875,0.005397237152123537,0.6547,0.009240610850419415,100
unit ball,Reversible anchored Langevin,370,0.037000000000000005,0.6689125,0.004650523349499753,0.6533249999999999,0.008638758971383373,100
unit ball,Reversible anchored Langevin,380,0.038,0.669825,0.004469205802494498,0.65495,0.009639853094148677,100
unit ball,Reversible anchored Langevin,390,0.039,0.6692374999999999,0.005624354620664477,0.6553249999999999,0.010574740009221336,100
unit ball,Reversible anchored Langevin,400,0.04,0.6701937499999999,0.00479511980317152,0.6552,0.009644436298465127,100
unit ball,Reversible anchored Langevin,410,0.041,0.6701625,0.005013098373564029,0.6546500000000001,0.008118596933067698,100
