alpha,n_samples,threshold,accuracy,balanced_accuracy,roc_auc,log_loss,brier_score,sensitivity,specificity,tn,fp,fn,tp
0.0,20000,0.5,0.788906414300736,0.7402658214497434,0.8378712826275918,0.46007486296473593,0.14773918161509855,0.9042984590429846,0.5762331838565022,771.0,567.0,236.0,2230.0
0.25,20000,0.5,0.788906414300736,0.7402658214497434,0.837870979552103,0.4600748425265079,0.1477391849300378,0.9042984590429846,0.5762331838565022,771.0,567.0,236.0,2230.0
0.5,20000,0.5,0.788906414300736,0.7402658214497434,0.8378712826275918,0.46007482118635074,0.1477391884988899,0.9042984590429846,0.5762331838565022,771.0,567.0,236.0,2230.0
1.0,20000,0.5,0.788906414300736,0.7402658214497434,0.8378718887785694,0.4600747388017919,0.147739181130078,0.9042984590429846,0.5762331838565022,771.0,567.0,236.0,2230.0
2.0,20000,0.5,0.788906414300736,0.7402658214497434,0.8378718887785694,0.46007458600796935,0.1477391711248279,0.9042984590429846,0.5762331838565022,771.0,567.0,236.0,2230.0
10.0,20000,0.5,0.788906414300736,0.7402658214497434,0.83787431338248,0.46007456130659463,0.14773935761084708,0.9042984590429846,0.5762331838565022,771.0,567.0,236.0,2230.0
50.0,20000,0.5,0.788906414300736,0.7402658214497434,0.8378755256844354,0.46007155075574807,0.1477385544203451,0.9042984590429846,0.5762331838565022,771.0,567.0,236.0,2230.0
200.0,20000,0.5,0.7886435331230284,0.7398921293720154,0.837888861005944,0.4600672784955661,0.14773803208002656,0.9042984590429846,0.5754857997010463,770.0,568.0,236.0,2230.0
