radius_factor,radius,alpha,min_ess,ess_per_second,max_r_hat,projection_frequency,posterior_mean_norm,roc_auc,log_loss,accuracy
0.9,0.17451423871544813,0.0,59.090485172371025,119.24786251541883,1.0571253114714443,0.00039999999999999996,1.65611809349671,0.8377649031310124,0.4600103571925393,0.7899579390115667
0.9,0.17451423871544813,200.0,119.6352477115867,203.50388301801107,1.0301552209098053,0.0024416666666666666,1.6531686299439374,0.838001605087789,0.45989360229836385,0.7896950578338591
1.0,0.19390470968383125,0.0,56.45544010874872,120.94149271832228,1.0569506079032958,0.00010833333333333333,1.6559846295375076,0.8377639939045459,0.46001154165514313,0.7899579390115667
1.0,0.19390470968383125,200.0,92.05607788200926,200.23583738322566,1.028018538432309,0.001775,1.649137086051385,0.8379622052742408,0.4599832218395192,0.788906414300736
1.1,0.2132951806522144,0.0,57.91021187178261,121.31566673939064,1.056150344238983,2.5e-05,1.6559382002066432,0.837763690829057,0.4600126324348007,0.7899579390115667
1.1,0.2132951806522144,200.0,78.0175467050596,206.91444085844128,1.0262203561706853,0.0011916666666666668,1.6492098804492328,0.8380167588622303,0.45994748178193545,0.7891692954784437
