tag,eta,s,R,seed,rev_train,nrev_train,rev_test,nrev_test,d_train,se_train,t_train,win_train,d_test,se_test,t_test,win_test,rev_U,nrev_U,proj_rev,proj_nrev,bad_nrev,bad_rev,wall_rev,wall_nrev
within100,3e-07,0.0,40,3000,0.6857092696629215,0.6857092696629215,0.7032122905027933,0.7032122905027933,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0,443.99851241205033,443.99851241205033,0.0,0.0,0,0,0.7717393600000833,1.0641310289997818
within100,3e-07,2.0,40,3000,0.6857092696629215,0.6891502808988764,0.7032122905027933,0.7058659217877095,0.0034410112359550492,0.0022896395512676175,1.5028615460673693,0.55,0.0026536312849162027,0.0035388582260989557,0.7498552118719435,0.45,443.99851241205033,441.358714713184,0.0,0.0,0,0,0.7832943800003704,1.0066786020001928
within100,3e-07,5.0,40,3000,0.6857092696629215,0.6992977528089888,0.7032122905027933,0.71731843575419,0.013588483146067412,0.0052508971524918065,2.5878402778502365,0.65,0.01410614525139665,0.006158869090932861,2.2903791334295183,0.625,443.99851241205033,431.99172921116076,0.0,0.0,0,0,0.7643191980000665,1.015988625999853
within100,3e-07,10.0,40,3000,0.6857092696629215,0.7156952247191011,0.7032122905027933,0.7385474860335195,0.02998595505617977,0.005340714219899475,5.614596441886414,0.825,0.03533519553072626,0.006068551244110586,5.822673997359485,0.8,443.99851241205033,415.98243621105155,0.0,0.0,0,0,0.7584396100000959,1.0153169629998047
within100,3e-07,20.0,40,3000,0.6857092696629215,0.7311446629213483,0.7032122905027933,0.7578212290502793,0.045435393258426965,0.005407069517181242,8.402960811591873,0.975,0.05460893854748603,0.006514070351362783,8.383228243161591,0.875,443.99851241205033,401.9108549416452,0.0,0.0,0,0,0.7665790080000079,1.0119437050002489
within100,3e-07,40.0,40,3000,0.6857092696629215,0.7413272471910112,0.7032122905027933,0.7685754189944134,0.055617977528089876,0.0058626668495297424,9.48680505912614,1.0,0.06536312849162011,0.007396319999857533,8.837249942252246,0.975,443.99851241205033,397.755735924598,0.0,0.1318,0,0,0.7610167880002336,1.0402553629996873
within100,5e-07,0.0,40,3000,0.6893258426966293,0.6893258426966293,0.7082402234636871,0.7082402234636871,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0,440.9669105490996,440.9669105490996,0.0,0.0,0,0,0.769404275999932,1.0160915790002036
within100,5e-07,2.0,40,3000,0.6893258426966293,0.6935744382022472,0.7082402234636871,0.7113128491620111,0.004248595505617977,0.0023649118067610433,1.796513296382416,0.625,0.003072625698324019,0.0032804652526569277,0.9366432690714909,0.45,440.9669105490996,437.7563098665525,0.0,0.0,0,0,0.760087934999774,1.0182724659998712
within100,5e-07,5.0,40,3000,0.6893258426966293,0.707689606741573,0.7082402234636871,0.7268156424581006,0.01836376404494381,0.0051744847258570195,3.5489068028705657,0.725,0.01857541899441342,0.0062791837487092906,2.9582537695654576,0.725,440.9669105490996,425.5965690490424,0.0,0.0,0,0,0.7851726530002452,1.0092145809999238
within100,5e-07,10.0,40,3000,0.6893258426966293,0.7287570224719101,0.7082402234636871,0.7541899441340781,0.03943117977528089,0.005612435031578674,7.0256812868958285,0.875,0.04594972067039106,0.006550821824467335,7.0143444443518135,0.825,440.9669105490996,406.4806778672905,0.0,0.0,0,0,0.7608026549996794,1.0122099840000374
