tag,eta,s,R,seed,rev_train,nrev_train,rev_test,nrev_test,d_train,se_train,t_train,win_train,d_test,se_test,t_test,win_test,rev_U,nrev_U,proj_rev,proj_nrev,bad_nrev,bad_rev,wall_rev,wall_nrev
within30,3e-06,0.0,40,3000,0.7210674157303372,0.7210674157303372,0.7467877094972067,0.7467877094972067,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0,412.6444102825168,412.6444102825168,0.0,0.0,0,0,0.816227415999947,1.0648643550002816
within30,3e-06,1.0,40,3000,0.7210674157303372,0.7239115168539326,0.7467877094972067,0.750977653631285,0.002844101123595508,0.0009860837853994755,2.8842388098322953,0.6,0.004189944134078222,0.001957352563612878,2.140618002075431,0.375,412.6444102825168,410.8789959862087,0.0,0.0,0,0,0.8046571539998695,1.0662990250002622
within30,3e-06,2.0,40,3000,0.7210674157303372,0.7296699438202247,0.7467877094972067,0.7576815642458101,0.008602528089887634,0.002177104239549024,3.9513625179792053,0.725,0.01089385474860336,0.003168788605093213,3.4378609955531907,0.575,412.6444102825168,406.2435204025518,0.0,0.0,0,0,0.7953817490001711,1.0647467369999504
within30,3e-06,5.0,40,3000,0.7210674157303372,0.7393609550561797,0.7467877094972067,0.7699720670391061,0.01829353932584269,0.0037239267854994856,4.912432595902661,0.775,0.02318435754189945,0.005066580208719847,4.575938125285764,0.75,412.6444102825168,396.53797941155653,0.0,0.0,0,0,0.806049590999919,1.0713322090000474
within30,3e-06,10.0,40,3000,0.7210674157303372,0.7488412921348315,0.7467877094972067,0.7822625698324023,0.027773876404494392,0.0036115347423036955,7.690325134953077,0.95,0.03547486033519555,0.0044708402211061276,7.9347188852163315,0.925,412.6444102825168,389.3597616583637,0.0,3.75e-05,0,0,0.7998606750002182,1.0634992140003305
within30,3e-06,20.0,40,3000,0.7210674157303372,0.7541432584269663,0.7467877094972067,0.78268156424581,0.0330758426966292,0.00423800544365596,7.804577680791269,0.85,0.03589385474860337,0.005008347711752251,7.166805664146935,0.925,412.6444102825168,389.1690986146009,0.0,0.0976,0,0,0.7979166089999126,1.0886586839997108
within30,6e-06,0.0,40,3000,0.7426264044943821,0.7426264044943821,0.7727653631284916,0.7727653631284916,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0,396.0280730084213,396.0280730084213,0.000575,0.000575,0,0,0.7958178529997895,1.0560120279997136
within30,6e-06,1.0,40,3000,0.7426264044943821,0.7452949438202248,0.7727653631284916,0.7737430167597765,0.0026685393258427,0.0008894183333639905,3.000319676062504,0.7,0.000977653631284911,0.0010563417852361475,0.9255088125349074,0.325,396.0280730084213,394.0072960561685,0.000575,0.00075,0,0,0.7982681499997852,1.0515650500001357
within30,6e-06,2.0,40,3000,0.7426264044943821,0.7497893258426966,0.7727653631284916,0.7784916201117319,0.007162921348314613,0.001602001558658228,4.471232446436561,0.7,0.005726256983240219,0.001985135813276876,2.88456686184501,0.525,396.0280730084213,389.9842899503046,0.000575,0.00105,0,0,0.810155763000239,1.0671738999999434
within30,6e-06,5.0,40,3000,0.7426264044943821,0.7563553370786517,0.7727653631284916,0.785754189944134,0.013728932584269665,0.002575309431929566,5.3309836923103955,0.775,0.012988826815642448,0.003081971306472621,4.214454167163686,0.725,396.0280730084213,384.4988949049732,0.000575,0.002425,0,0,0.8381220840001333,1.1067309380000552
within30,6e-06,10.0,40,3000,0.7426264044943821,0.7657303370786517,0.7727653631284916,0.7918994413407819,0.023103932584269668,0.002580931441253589,8.951780824153861,0.925,0.019134078212290483,0.00364414052240788,5.250642255597643,0.825,396.0280730084213,381.1326814818534,0.000575,0.0413125,0,0,0.8202571449996867,1.0886198579996744
within30,6e-06,20.0,40,3000,0.7426264044943821,0.7450491573033707,0.7727653631284916,0.7680167597765363,0.0024227528089887677,0.004878544865209433,0.49661382152416883,0.5,-0.0047486033519553135,0.0047317208761432535,-1.0035679356948504,0.475,396.0280730084213,397.2335844424669,0.000575,0.4184375,0,0,0.8057376990000193,1.1012779970001247
