seed_offset,held_out,reversible,non_reversible,paired_diff,paired_se,t_stat
0,False,0.695525,0.69585,0.0003249999999999964,0.0011268391252265831,0.28841739049009846
101,True,0.694375,0.6931499999999998,-0.001224999999999995,0.0011211325217444761,-1.0926451389474472
202,True,0.6948499999999999,0.694,-0.0008500000000000041,0.0011249130157169004,-0.7556139791469157
303,True,0.69415,0.6933999999999999,-0.0007499999999999973,0.0010874049360516495,-0.6897154639772334
