seed_offset,held_out,rev_final_acc,nr_final_acc,paired_diff,paired_se,t_stat
0,False,0.6973,0.6990500000000001,0.0017499999999999994,0.0009276205032122762,1.886547347692174
101,True,0.694125,0.697525,0.003400000000000004,0.0009518190983372823,3.5721073531088106
202,True,0.6961750000000001,0.6979249999999999,0.0017500000000000005,0.001165313067572206,1.5017423632311286
303,True,0.696275,0.6984499999999998,0.002174999999999998,0.0009716011724899453,2.2385728440673596
