s,projection_rate,drift_ratio,diff@200,se@200,t@200,diff@400,se@400,t@400,diff@700,se@700,t@700,diff@1000,se@1000,t@1000
1.0,0.03044,0.41553720925966786,0.0001749999999999996,0.0005040930950576968,0.34715809781121815,-0.00042500000000000204,0.0004410372874133075,-0.9636373434378657,-0.0008500000000000041,0.00045535533910176577,-1.8666740609140866,-0.0004999999999999971,0.0004923659639173301,-1.0155048005794909
2.0,0.04546,0.881130647889559,-0.00012499999999999846,0.0007739239842086125,-0.16151457061744773,-0.001050000000000002,0.000717898870230889,-1.4626015495222935,-0.0009750000000000003,0.0006889229993184273,-1.4152525042197717,-0.0008749999999999947,0.0007215784815600473,-1.212619309417669
3.0,0.07703,1.414284836549571,0.0002500000000000002,0.0010459759349840006,0.23901123499922994,-0.0004000000000000015,0.0009304880874079359,-0.4298819140331855,-0.0005999999999999983,0.0009273618495495694,-0.6469966392206293,-0.0008249999999999924,0.000882671993712753,-0.9346620328688838
5.0,0.18712,2.530703655638702,0.0025999999999999925,0.0012647713092280607,2.0557076058175876,0.003049999999999993,0.0011373924635593529,2.681572190530726,0.0018000000000000028,0.0011158183118458408,1.613165854055895,0.0017499999999999994,0.0009276205032122762,1.886547347692174
7.0,0.31655,3.628807056754259,0.004325000000000001,0.0014092295875062467,3.069052791925453,0.00494999999999999,0.0012216378309052923,4.051937386657224,0.0031999999999999997,0.0013166954350520346,2.4303266456403705,-0.0003749999999999931,0.0011717287366635799,-0.32003994462727
9.0,0.43887,4.7450263742965735,0.004024999999999997,0.001510859261172497,2.664046945627755,0.004724999999999987,0.0012127765747251293,3.896018523503299,-0.00020000000000000128,0.0015065848730814924,-0.13275056956527873,-0.0014749999999999941,0.0012723233937100326,-1.1592964550458877
11.0,0.54259,5.866455171527987,0.004999999999999996,0.0014830694351563403,3.3713863164288815,0.0013499999999999957,0.0014094826760699861,0.9577982212340176,-0.00047499999999999875,0.0014593373167435973,-0.3254902033615682,-0.0021249999999999845,0.0014099103596407175,-1.5071880176421222
