geometry,iteration,reversible,non_reversible,paired_diff,paired_se,t_stat
unit ball,200,0.6582250000000001,0.6569000000000002,-0.0013250000000000017,0.001104087332770302,-1.2000862256751015
unit ball,500,0.6574249999999999,0.656375,-0.001050000000000002,0.0011338345593960393,-0.926061030067126
unit ball,1000,0.6589499999999999,0.6588749999999999,-7.500000000000284e-05,0.0010398954638604673,-0.07212263405936571
smoothed l^4 ball,200,0.6571750000000001,0.6553,-0.0018749999999999945,0.0016508243272971117,-1.135796201325628
smoothed l^4 ball,500,0.65805,0.6564,-0.0016499999999999993,0.0019089832821994998,-0.8643344419962106
smoothed l^4 ball,1000,0.6574249999999999,0.6581249999999998,0.0007000000000000028,0.0007580210812345267,0.9234571667320522
