alpha,step_size,swirl,n_chains,n_draws,runtime_s,min_ess,median_ess,min_ess_per_s,median_ess_per_s,max_split_rhat,median_iat_iterations,msjd,projection_frequency,mean_projection_distance,mean_operator_norm_J,max_operator_norm_J,mean_a,min_a,mean_slack,min_slack
0.0,0.00011035590628378174,1.0,4,1500,22.809134016999906,405.73563407482357,542.4715985496945,17.78829629272309,23.783086115649294,1.0116762855384558,55.30243441353506,0.0015174818759267762,0.5591,0.013099033992115601,1.7996273076349893,1.946555863261963,0.8156864437352073,0.5472557684701236,0.014782622877878442,-1.4921397450962104e-12
0.1,0.00011035590628378174,1.0,4,1500,23.296112023000205,410.86346949009453,534.2162397543202,17.63656824299479,22.931562109028732,1.0112487512522697,56.15703486250558,0.0015180823560232489,0.5591666666666667,0.013099476991406768,1.79952945197828,1.9466639640453887,0.8156798749208642,0.5468467643080637,0.01477815686698037,-1.481703648664734e-12
0.25,0.00011035590628378174,1.0,4,1500,22.524792489000447,434.24023088236436,550.2113490386406,19.278323256226102,24.426921993058354,1.0093982825405687,54.52450236153369,0.0015204360526125944,0.5596333333333333,0.01309089071429057,1.7993893291592267,1.9449004218675978,0.8155043668322636,0.554900243020593,0.014755924408481655,-1.45417011765403e-12
0.5,0.00011035590628378174,1.0,4,1500,27.1510751159999,454.29078890059947,629.3019172210753,16.731963171244356,23.177789996619065,1.0061496442623992,47.671871289502086,0.0015288804339774217,0.5601333333333334,0.01308239981613788,1.7991885797888192,1.9387853626665275,0.814954952906249,0.5440829322572809,0.014681985638024714,-1.4783729795908584e-12
1.0,0.00011035590628378174,1.0,4,1500,25.734056543999486,461.59848071019076,866.0352059978876,17.93726068492002,33.65327205670668,1.0050352017943875,34.64062406727744,0.0015684736241571601,0.5609333333333333,0.013083784771605687,1.7990538408122496,1.9367524140334504,0.8147963695162319,0.521542422745954,0.014555988645691464,-1.482591827084434e-12
