exp,init,n_cfg,R,eta_nrev,s,eta_rev_best,nrev_train,rev_m_train,rev_b_train,d_match,se_match,t_match,d_bvb,se_bvb,t_bvb,nrev_test,rev_b_test,d_bvb_test,t_bvb_test,d_match_test,t_match_test,survives
titanic_ball,boundary,48,150,3e-05,u5,0.0003,0.7986797752808988,0.7980711610486889,0.7988951310861423,0.0006086142322097446,0.0009970227574637733,0.6104316352396385,-0.00021535580524344086,0.0010408792866602337,-0.20689796406116573,0.8063314711359404,0.806219739292365,0.00011173184357541999,0.07801295541495122,0.0007448789571694599,0.5973995543561362,False
titanic_ball,antimap,48,150,3e-05,u2,0.0003,0.7984363295880148,0.7968913857677902,0.7988951310861423,0.001544943820224715,0.000810640274325898,1.9058315619828288,-0.00045880149812734363,0.0009830335458200217,-0.46672008303096413,0.8059217877094972,0.806219739292365,-0.00029795158286778146,-0.22254976945316599,0.001340782122905028,1.259630618870804,False
titanic_ball,ball_uniform,48,150,3e-05,u2,0.0003,0.7985205992509362,0.7981179775280899,0.7988951310861423,0.00040262172284644127,0.0007008112744193866,0.574508055938467,-0.00037453183520599345,0.0009665704458921493,-0.3874852958702857,0.8048417132216015,0.806219739292365,-0.0013780260707635006,-1.0135052707636887,-0.0008566108007448814,-0.849897988926804,False
titanic_lp,boundary,48,150,3e-05,u0.25,0.0001,0.8047097378277154,0.8047940074906367,0.8045880149812732,-8.42696629213524e-05,0.00040150071717527945,-0.20988670584257904,0.0001217228464419473,0.0006098485296112551,0.19959521181356119,0.804804469273743,0.8020856610800745,0.0027188081936685257,2.5796307909546834,0.00014897579143388813,0.22151670943861365,False
magic_ball,boundary,16,80,1e-05,gn5,3e-05,0.7827747108307045,0.7828215365404837,0.7826818809148264,-4.68257097791816e-05,0.00011128808452915087,-0.42076121605737626,9.282991587801908e-05,0.0001110760208314897,0.8357331779002845,0.7834023396424816,0.7832577549947424,0.00014458464773922097,1.1555268721599852,9.5294426919032e-05,0.8066000913955812,False
magic_ball,antimap,16,80,1e-05,gn5,3e-05,0.7826851669295479,0.7827853903785489,0.7826818809148264,-0.00010022344900105229,0.0001062411446037904,-0.943358144105279,3.2860147213445433e-06,0.00010376087491812852,0.031669111540716485,0.7833497634069401,0.7832577549947424,9.200841219768608e-05,0.7117647663243905,5.586225026288083e-05,0.42589214066863484,False
