split,R,avg_rev,avg_nrev,avg_d_pts,avg_se_pts,avg_t,avg_win,final_d_pts,final_t
train,1500,0.8028424555938733,0.8039172970667847,0.1074841472911399,0.010114274014717237,10.626976007842003,0.5853333333333334,-0.0038389513108615376,-0.19350430510023003
test,1500,0.8039748879915927,0.8047529546250717,0.07780666334789674,0.012566198542144347,6.191742322624444,0.5533333333333333,0.08193668528864055,2.749570126666715
