experiment,eta,s,rev_train,nrev_train,rev_test,nrev_test,rev_U,nrev_U,proj_nrev,d_train,se_train,t_train,win_train,d_test,se_test,t_test,win_test
titanic_ball,1e-06,5.0,0.6193820224719101,0.6139044943820224,0.6310055865921788,0.6174581005586592,491.7370079841776,491.41953088258606,0.0,-0.005477528089887644,0.0056524887123951435,-0.969047152252806,0.45,-0.013547486033519546,0.007788129307514215,-1.7395045072567727,0.35
titanic_lp,0.0001,0.0,0.80561797752809,0.80561797752809,0.8020949720670391,0.8020949720670391,371.0864416775279,371.0864416775279,0.1652125,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0
titanic_lp,0.0001,0.25,0.80561797752809,0.8055477528089888,0.8020949720670391,0.8026536312849162,371.0864416775279,371.1007302733268,0.16595,-7.022471910112516e-05,0.0004900272027301898,-0.1433077974240362,0.4,0.0005586592178770889,0.0010355404424539625,0.5394856588635122,0.4
titanic_lp,0.0001,1.0,0.80561797752809,0.8051264044943821,0.8020949720670391,0.8047486033519554,371.0864416775279,371.57130394917925,0.167325,-0.0004915730337078705,0.0007799654866212618,-0.6302497253273595,0.45,0.0026536312849161914,0.0016493552363153095,1.608890084130362,0.5
titanic_lp,0.0001,2.0,0.80561797752809,0.8047050561797754,0.8020949720670391,0.8011173184357542,371.0864416775279,371.8430718135293,0.1689125,-0.0009129213483146048,0.0012293055161195039,-0.7426317838354656,0.35,-0.0009776536312849193,0.0017539917152054594,-0.557387827325284,0.375
titanic_lp,0.0001,5.0,0.80561797752809,0.7697331460674157,0.8020949720670391,0.780586592178771,371.0864416775279,391.07209912710243,0.258075,-0.03588483146067416,0.0035878102238176787,-10.001875579274706,0.025,-0.021508379888268165,0.0047696224142787565,-4.509451277291638,0.2
titanic_lp,3e-05,0.0,0.8066011235955056,0.8066011235955056,0.8037709497206704,0.8037709497206704,371.62567497763837,371.62567497763837,0.04265,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0
titanic_lp,3e-05,0.25,0.8066011235955056,0.8071980337078651,0.8037709497206704,0.8043296089385474,371.62567497763837,371.3108640236159,0.043125,0.0005969101123595583,0.0010156472645075866,0.5877139960091917,0.375,0.0005586592178770999,0.001091962689981315,0.5116101703865535,0.425
titanic_lp,3e-05,1.0,0.8066011235955056,0.8077247191011235,0.8037709497206704,0.8029329608938547,371.62567497763837,371.3770564907369,0.046825,0.0011235955056179802,0.0010320883747681933,1.0886621079036372,0.525,-0.0008379888268156388,0.0012257577232978741,-0.6836496404534562,0.325
titanic_lp,3e-05,2.0,0.8066011235955056,0.8055477528089888,0.8037709497206704,0.8047486033519554,371.62567497763837,371.32993900928585,0.0479875,-0.0010533707865168606,0.001198260591574562,-0.8790832260724603,0.375,0.0009776536312849277,0.0014953987356337546,0.6537745472083706,0.325
titanic_lp,3e-05,5.0,0.8066011235955056,0.805056179775281,0.8037709497206704,0.8047486033519554,371.62567497763837,372.4416622789693,0.051625,-0.0015449438202247145,0.0012680400389388352,-1.2183714810122301,0.375,0.0009776536312849165,0.002190214347975087,0.44637349407777555,0.35
titanic_lp,1e-05,0.0,0.782373595505618,0.782373595505618,0.787290502793296,0.787290502793296,389.7837104888198,389.7837104888198,0.0001,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0
titanic_lp,1e-05,0.25,0.782373595505618,0.7861657303370787,0.787290502793296,0.7920391061452514,389.7837104888198,389.98541727261534,7.5e-05,0.0037921348314606724,0.0015255056465181749,2.4858215635686887,0.575,0.004748603351955311,0.001750137881659508,2.713273852145073,0.625
titanic_lp,1e-05,1.0,0.782373595505618,0.7926966292134832,0.787290502793296,0.7997206703910614,389.7837104888198,388.0823632084354,0.0,0.010323033707865168,0.002857878171868131,3.6121321788595457,0.6,0.012430167597765367,0.0038084318206133973,3.263854568824427,0.65
