geometry,iteration,rev_train,nr_train,rev_test,nr_test,rev_test_sd,nr_test_sd,paired_diff,paired_se,t_stat
L1-smooth ball,380,0.7115375,0.7829250000000001,0.69965,0.7636,0.061071058959414164,0.03064607345455235,0.06395,0.005948238428647628,10.751082150978853
L1-smooth ball,390,0.7162125,0.7838625,0.7042,0.7646,0.05834186084855992,0.030825592803986293,0.06040000000000001,0.005711798881669982,10.574602021410916
L1-smooth ball,400,0.72026875,0.78551875,0.7075,0.765675,0.05716470091151557,0.029443180599900958,0.058175000000000004,0.005595233248132745,10.397243049593028
L1-smooth ball,410,0.7244375000000001,0.7864687499999999,0.7122000000000003,0.7667,0.054231639354446096,0.02972916467584033,0.05449999999999999,0.005297226261035681,10.288403272648672
L1-smooth ball,420,0.7280687499999999,0.78730625,0.7156999999999999,0.76755,0.051722941005540535,0.030413771136566983,0.05185000000000001,0.005057325420025926,10.252454745088205
L1-smooth ball,430,0.73205,0.7888875,0.7191250000000001,0.7689999999999999,0.049899362103977225,0.029714551072741204,0.04987500000000001,0.004845384010800507,10.293301808242058
L1-smooth ball,440,0.7356437499999999,0.789825,0.721825,0.7692250000000003,0.04759474203834883,0.029701152496089428,0.047400000000000005,0.004670712531890135,10.148344535521707
L1-smooth ball,450,0.7389312499999999,0.7910187499999999,0.7253499999999999,0.769875,0.04471574079390249,0.02779655299827406,0.04452500000000001,0.004513545130655576,9.864751256742815
L1-smooth ball,460,0.7425874999999997,0.79126875,0.7282249999999999,0.7712750000000002,0.04272488777461604,0.027966644544362252,0.04305,0.004262323191629066,10.100125697776152
L1-smooth ball,470,0.7459375,0.792675,0.7316000000000001,0.7727,0.040841093882203375,0.02760581112883315,0.04110000000000001,0.004038376511481421,10.17735713427153
L1-smooth ball,480,0.7492687499999998,0.7939062499999997,0.73395,0.7741500000000001,0.039283642212179684,0.027524598731925875,0.04019999999999999,0.003940959479132159,10.200561617764325
L1-smooth ball,490,0.75219375,0.7945312500000001,0.736275,0.775725,0.03962974950027499,0.027391417866318504,0.03944999999999999,0.003999302338148392,9.864220472579891
L1-smooth ball,500,0.7552,0.795,0.738675,0.7750750000000001,0.037741570401397403,0.02682823921154572,0.036399999999999995,0.003802796684844278,9.571902738074085
L1-smooth ball,510,0.7571875000000001,0.7960624999999999,0.7409500000000002,0.7751250000000002,0.03750215482024489,0.02671013266288071,0.034175,0.003912240406723493,8.73540387274452
L1-smooth ball,520,0.7599125,0.7973687500000001,0.74385,0.7768500000000002,0.03723292097110303,0.026795663375956486,0.033,0.0037517672603397958,8.795854782583504
L1-smooth ball,530,0.763025,0.7979375000000002,0.7454500000000001,0.7774249999999999,0.0356175320012292,0.026752831909005726,0.03197499999999998,0.00371172299966776,8.614597587929406
L1-smooth ball,540,0.7651749999999998,0.7986125,0.747525,0.778125,0.0343215171634944,0.02563185114129085,0.030600000000000006,0.0035376974192690694,8.649693960068053
L1-smooth ball,550,0.7674,0.7991000000000001,0.7500249999999998,0.7790500000000001,0.033408050729357944,0.025268207756632112,0.02902500000000001,0.0035028658901597198,8.286072293414739
L1-smooth ball,560,0.7694312500000001,0.7997562500000001,0.7528,0.7800250000000001,0.03215194356096494,0.023948848583697054,0.027224999999999996,0.0032646126427297176,8.33942736227221
L1-smooth ball,570,0.7719562499999999,0.80063125,0.754675,0.7814000000000001,0.03134536962566715,0.023336904488622977,0.026725,0.0032815475454317728,8.144023400545803
L1-smooth ball,580,0.7740875000000002,0.8016437499999999,0.75685,0.78205,0.030489731671068165,0.023119638335572568,0.025199999999999997,0.0031825121898248626,7.918272891638722
L1-smooth ball,590,0.77583125,0.8020375000000002,0.7579249999999998,0.7831500000000001,0.030420153390856408,0.0231230240761074,0.02522499999999999,0.0031297882508165785,8.05965067873798
L1-smooth ball,600,0.7781375,0.8024687499999997,0.7594499999999997,0.78385,0.0289059341710838,0.022960825223617184,0.02439999999999999,0.003006541689265747,8.115636675558262
L1-smooth ball,610,0.7791562500000001,0.8031,0.7623999999999999,0.7849250000000001,0.02800369744707064,0.022539121432511404,0.022525000000000003,0.002881606375449344,7.816820573381595
L1-smooth ball,620,0.7813312499999999,0.8039687500000001,0.76315,0.7848,0.027776661593736013,0.02208134639431796,0.021649999999999992,0.0030021499030534835,7.211498659004269
L1-smooth ball,630,0.7829250000000003,0.80395,0.7654499999999999,0.7858250000000001,0.028600301969162367,0.02209670835672183,0.020374999999999997,0.0031256060018479428,6.51873588288279
L1-smooth ball,640,0.7848999999999998,0.8050437500000001,0.7666999999999998,0.786475,0.02636639658138497,0.021506092042709552,0.01977499999999999,0.0029422246015660685,6.721104836617259
L1-smooth ball,650,0.7863374999999999,0.8051625,0.768275,0.7869999999999999,0.02703041450072136,0.021021874129563047,0.018725000000000006,0.002882044509641645,6.497123808239964
L1-smooth ball,660,0.7880562500000002,0.8058937500000001,0.769725,0.7861999999999999,0.026732624395496736,0.021413084831948013,0.016475000000000004,0.0029867330806333347,5.516060376077025
L1-smooth ball,670,0.7890625,0.8065562500000002,0.771325,0.7873500000000001,0.02523489397119342,0.021744673096664575,0.016024999999999998,0.0028125563967409586,5.697663527234127
L1-smooth ball,680,0.7903125000000002,0.806975,0.7736500000000001,0.7883249999999998,0.023744802727452944,0.020452751043625535,0.014674999999999994,0.002640892248594567,5.556834061597837
L1-smooth ball,690,0.7923749999999999,0.8080812500000001,0.7742999999999999,0.7881750000000003,0.024267241085442533,0.021263305400752174,0.013875,0.0026802153445067227,5.176822835686589
L1-smooth ball,700,0.79360625,0.8078062500000001,0.775625,0.7882750000000002,0.023111431318197446,0.020534815840814392,0.012649999999999996,0.002655711398157381,4.763318788621753
L1-smooth ball,710,0.79448125,0.80826875,0.776525,0.7878499999999999,0.023063633427296032,0.0197331311414703,0.011324999999999995,0.0026027993380088677,4.351084555240274
L1-smooth ball,720,0.79600625,0.8088624999999997,0.7777749999999999,0.78925,0.021218842279369727,0.018977990974129517,0.011474999999999996,0.0023751913798490203,4.831189645328457
L1-smooth ball,730,0.7974562500000001,0.80911875,0.778775,0.7902,0.022723344357463735,0.019114487604004367,0.011424999999999998,0.002585471988639677,4.418922367057305
L1-smooth ball,740,0.79849375,0.8092562500000001,0.7806250000000001,0.7911499999999998,0.022695210970821604,0.018884350316298603,0.010524999999999998,0.002584993357160838,4.07157719413247
L1-smooth ball,750,0.799225,0.8104062499999999,0.7813249999999999,0.7916249999999999,0.021035248796227538,0.017916666666666668,0.010300000000000002,0.002432752109912317,4.233888014332559
L1-smooth ball,760,0.7999062499999998,0.8106312500000001,0.7821750000000001,0.7925999999999999,0.020666468107550556,0.018691136558769934,0.010425000000000002,0.002449761635487639,4.2555160669437315
L1-smooth ball,770,0.8013499999999999,0.810575,0.7832250000000001,0.7919750000000001,0.020711141660683243,0.018447629258322745,0.008749999999999994,0.0024307323168048754,3.599738210376701
L1-smooth ball,780,0.8022000000000001,0.81133125,0.7832750000000002,0.7923749999999999,0.020454726430175825,0.017682579311602453,0.009100000000000002,0.002350456650237665,3.8715881014354645
L1-smooth ball,790,0.80313125,0.8116437500000001,0.7839750000000001,0.7929,0.02037556158983134,0.017381343765978257,0.008924999999999999,0.002306735580946381,3.8691040593124035
L1-smooth ball,800,0.8034124999999998,0.8124374999999999,0.7854000000000001,0.79415,0.019048449657214483,0.01714915258382858,0.008750000000000003,0.0021997761594114876,3.9776774389358396
L1-smooth ball,810,0.8042750000000001,0.81256875,0.7848999999999999,0.7942,0.01933855728796226,0.016271372890987897,0.009299999999999998,0.002203670033412811,4.220232547972321
L1-smooth ball,820,0.8049125,0.81280625,0.785925,0.7940750000000001,0.019236220963840516,0.01681995793242316,0.008149999999999992,0.002297786594164749,3.5468916133016855
L1-smooth ball,830,0.8057249999999999,0.8130624999999999,0.786375,0.7944000000000001,0.018890884847011017,0.01631105468847754,0.008025000000000003,0.0022219903603787673,3.6116268293045324
L1-smooth ball,840,0.8068687499999997,0.8131499999999999,0.78765,0.79415,0.01861634179472922,0.016814571001955363,0.006499999999999994,0.0021938849817461524,2.962780662651935
L1-smooth ball,850,0.8071875,0.8136124999999998,0.7889750000000001,0.7947250000000001,0.017559764471166132,0.0165369764742256,0.005749999999999995,0.002068736744289065,2.779474003095556
L1-smooth ball,860,0.8082499999999999,0.8142062499999999,0.790225,0.7957249999999999,0.017968459319124455,0.01605032725680399,0.005500000000000004,0.002278024130555676,2.414373020121782
L1-smooth ball,870,0.8087562500000003,0.8142562499999998,0.790375,0.7957,0.017941314969318247,0.015084275041756348,0.005324999999999996,0.002073051902852216,2.5686766417539166
L1-smooth ball,880,0.8097375,0.81393125,0.7898499999999999,0.7954249999999999,0.01674911425368006,0.015468504168539416,0.0055750000000000036,0.002040268537979917,2.7324834433411627
L1-smooth ball,890,0.80999375,0.8142375,0.7904249999999999,0.7957000000000002,0.016341737942761756,0.01582368126855723,0.0052749999999999984,0.002105156907705601,2.505751462369231
L1-smooth ball,900,0.8108749999999999,0.8146312499999999,0.7916250000000001,0.7965250000000001,0.016792611259994473,0.015041587970918117,0.004899999999999999,0.0021150375501120164,2.3167437380676694
L1-smooth ball,910,0.81086875,0.8155,0.7923999999999998,0.7964249999999999,0.016080290966762945,0.015160150948050509,0.004025000000000003,0.0020639690972355765,1.9501260970384575
L1-smooth ball,920,0.81215625,0.8162812500000003,0.7928750000000001,0.7970499999999998,0.015530903536062055,0.015494296767624927,0.004174999999999997,0.0019838537005158687,2.1044898617848466
L1-smooth ball,930,0.8122875,0.8159624999999999,0.7933749999999999,0.7969749999999998,0.0157047208690813,0.01503067150391445,0.0035999999999999977,0.002043195160684966,1.7619462248496733
L1-smooth ball,940,0.8127937500000002,0.8165375,0.793725,0.7976500000000002,0.015632679930779048,0.015228976235181315,0.003924999999999999,0.0019401574313920671,2.0230317068568002
L1-smooth ball,950,0.8130375000000001,0.81730625,0.794675,0.7975250000000002,0.015310980907950881,0.015115276739414691,0.0028500000000000057,0.0018254029581426562,1.5612991023636091
L1-smooth ball,960,0.8138875,0.8167874999999999,0.7951750000000001,0.797775,0.01590396923329951,0.015332571621396474,0.002600000000000001,0.0019681555740429578,1.3210337812163484
L1-smooth ball,970,0.8139687500000001,0.8167562499999999,0.7948999999999999,0.7971499999999999,0.015726995384954624,0.013980596221444588,0.0022500000000000055,0.0018790780567699537,1.1973957079077646
L1-smooth ball,980,0.8143500000000001,0.8174125000000002,0.7958999999999999,0.7977500000000001,0.016339671002956226,0.013713795310495987,0.0018500000000000062,0.0018314797792545183,1.0101121622827998
L1-smooth ball,990,0.8148374999999998,0.8173499999999998,0.7949749999999999,0.7989000000000002,0.013778070520676235,0.01422368205891608,0.0039249999999999945,0.001711611783959757,2.293160187831634
L1-smooth ball,1000,0.8150124999999998,0.8178875000000001,0.7964249999999999,0.7991749999999999,0.015444814598427456,0.012944398382889391,0.0027500000000000037,0.0017895953495557359,1.5366602291868308
L1-smooth ball,1010,0.8148624999999999,0.8183062500000001,0.7961,0.7993000000000002,0.015473666127790898,0.014007934259633792,0.0032000000000000028,0.0018963281904935663,1.6874716180679272
L1-smooth ball,1020,0.8155312499999999,0.8183125,0.795925,0.7990249999999999,0.015470952743379408,0.013213930321651262,0.0030999999999999995,0.0018457294416347081,1.6795527719677164
L1-smooth ball,1030,0.81580625,0.8184,0.7973749999999998,0.8004499999999999,0.01484930617703716,0.013859777571932175,0.003075000000000002,0.001838784938622527,1.6722999712535989
L1-smooth ball,1040,0.8160749999999999,0.8184937500000002,0.79705,0.799975,0.01457036219678339,0.013111290338614055,0.0029250000000000044,0.0018020943904022316,1.6231114283348598
L1-smooth ball,1050,0.8165124999999999,0.8191062499999999,0.7972499999999999,0.8000250000000001,0.015367961557221654,0.013768903442910835,0.0027749999999999975,0.001827088192350403,1.5188100999274599
L1-smooth ball,1060,0.81661875,0.8188000000000001,0.7968249999999999,0.8004000000000001,0.01465880901772657,0.013687161277576286,0.0035750000000000113,0.0017852704715436412,2.0024976926375047
L1-smooth ball,1070,0.8165624999999997,0.8188125,0.7976000000000001,0.8001500000000001,0.015212800298738324,0.013050117070568964,0.0025499999999999954,0.0017516154160250378,1.4557990165368273
L1-smooth ball,1080,0.8174062499999999,0.8191375000000001,0.7973750000000002,0.80125,0.014561672224706817,0.012625631297347695,0.0038749999999999982,0.0017618197519564363,2.1994304444009964
L1-smooth ball,1090,0.8173874999999998,0.8196125000000001,0.7985750000000001,0.8000750000000001,0.014720695079933,0.013053188588357722,0.0014999999999999992,0.00173896230522398,0.8625833898146503
L1-smooth ball,1100,0.8180124999999998,0.8197812500000002,0.7983000000000001,0.801575,0.013998015732397381,0.012515924200228219,0.0032750000000000058,0.001634421020027297,2.0037676705511958
L1-smooth ball,1110,0.8182875,0.8194312499999999,0.79895,0.8018,0.014534789334906133,0.012242705517320847,0.0028500000000000014,0.0016556530037078626,1.7213751876856918
L1-smooth ball,1120,0.8183874999999997,0.8202437499999999,0.7992500000000001,0.8019750000000001,0.014308558574673008,0.011662851107666416,0.0027250000000000074,0.0016334164326417926,1.6682824695186587
L1-smooth ball,1130,0.8185437499999999,0.82010625,0.798875,0.8015499999999999,0.014063236512699383,0.01181069109927205,0.0026749999999999964,0.0016610720494714705,1.6104057622612717
L1-smooth ball,1140,0.8186312499999999,0.8200812500000001,0.7995000000000002,0.8014,0.013600542175764448,0.012574625724895825,0.0018999999999999972,0.0016014198245761328,1.186447158229038
L1-smooth ball,1150,0.8192999999999998,0.8201687500000001,0.799375,0.802175,0.01351848248461597,0.01233811844110221,0.0027999999999999904,0.0015832456116050557,1.7685190342396837
L1-smooth ball,1160,0.8185437499999999,0.8203,0.8001500000000001,0.8021250000000001,0.013608987671922755,0.012975185135208253,0.0019749999999999933,0.0015812566125545445,1.2490066345457682
L1-smooth ball,1170,0.8192687500000001,0.8203312500000002,0.800175,0.803125,0.01372187205622005,0.012494316889908558,0.0029499999999999995,0.0015760918934394825,1.871718274980945
L1-smooth ball,1180,0.81943125,0.8206374999999998,0.799725,0.8030000000000002,0.013793640571003008,0.011742179860604583,0.003275,0.0014653812376706516,2.2349132879617675
L1-smooth ball,1190,0.81983125,0.8207000000000001,0.8004000000000001,0.803325,0.013801990780135645,0.011812160956600882,0.0029249999999999953,0.0015000231479695382,1.9499699081039747
L1-smooth ball,1200,0.819925,0.8207562499999999,0.8014500000000001,0.8033000000000001,0.012954758105644332,0.011655189159487468,0.0018499999999999983,0.001466640839992993,1.2613858482277343
L1-smooth ball,1210,0.8199312499999999,0.8206687499999998,0.8008000000000002,0.8023250000000002,0.013189948729041653,0.010761738951141922,0.0015249999999999997,0.0015049979865082675,1.013290392193905
L1-smooth ball,1220,0.8201812499999999,0.8208187500000002,0.8018500000000001,0.8023,0.012666168251757044,0.010927215583305765,0.0004499999999999993,0.0014896020077235866,0.3020941148486302
L1-smooth ball,1230,0.8200687499999999,0.82105,0.8014000000000001,0.8032,0.012564580648341865,0.011742609969205686,0.001799999999999995,0.001451262077008014,1.2402997559964872
L1-smooth ball,1240,0.8202812499999999,0.82085,0.8020500000000003,0.8024750000000002,0.012341827541766538,0.011362345886321358,0.0004250000000000032,0.0014551610518663165,0.29206389179735087
L1-smooth ball,1250,0.8202625,0.820775,0.8018000000000002,0.8033750000000001,0.01246753359487729,0.010855891432207616,0.0015749999999999998,0.0014073467945037558,1.11912714488781
L1-smooth ball,1260,0.8205437500000001,0.8205874999999999,0.8013750000000001,0.8042,0.011988920600776247,0.011190950528769825,0.002825000000000002,0.0013622132725825274,2.0738309168316036
L1-smooth ball,1270,0.8204625,0.8205187500000001,0.8022750000000001,0.8047749999999999,0.012752970539280551,0.010589296816630792,0.0025000000000000022,0.0014646508185236573,1.70689147773799
L1-smooth ball,1280,0.8212625000000001,0.82121875,0.80365,0.8043,0.011378586125798847,0.010660509586622229,0.0006500000000000039,0.0013000679857902687,0.4999738529865346
L1-smooth ball,1290,0.82079375,0.82095,0.8040999999999997,0.8049000000000001,0.011947486105554767,0.010928602080519873,0.0008000000000000051,0.0014283740844934574,0.5600773695664664
L1-smooth ball,1300,0.8210062499999999,0.82110625,0.8041750000000001,0.8042999999999999,0.012268333014289054,0.011618298002928325,0.00012499999999999846,0.0013560447349672208,0.09217984980637091
L1-smooth ball,1310,0.8214062499999999,0.8213812500000001,0.8034250000000001,0.8050999999999999,0.011424184651409253,0.011486267602417386,0.001675000000000001,0.0013530992296400589,1.2378988645537634
L1-smooth ball,1320,0.8208062499999998,0.8209875,0.80365,0.80455,0.011193996406804648,0.010579067381705557,0.0008999999999999986,0.0012224334069156615,0.7362364239298735
L1-smooth ball,1330,0.8213250000000001,0.8209687499999998,0.8036249999999999,0.8048000000000001,0.011063265039459792,0.010592783897874563,0.0011749999999999983,0.0013178336792101669,0.8916147906496252
L1-smooth ball,1340,0.8208437500000002,0.8213437499999999,0.803525,0.805075,0.010975725051405047,0.010757044907943583,0.001549999999999997,0.0012394911794112872,1.2505131345397633
L1-smooth ball,1350,0.8211687500000001,0.8213375,0.8044250000000003,0.806,0.011139921612621576,0.010783685770082445,0.0015749999999999952,0.001423404210143606,1.1065022772702737
L1-smooth ball,1360,0.8211375000000001,0.8214312500000003,0.8035749999999999,0.805425,0.011096767888703334,0.011078547611113876,0.0018499999999999938,0.001225064418013529,1.5101246700151594
L1-smooth ball,1370,0.8216875,0.8218250000000001,0.8045249999999998,0.80645,0.012173488125073803,0.010637388796318398,0.001924999999999998,0.0012830750428780703,1.5003019587085284
L1-smooth ball,1380,0.8218062500000001,0.8221875000000002,0.8051,0.8066000000000002,0.0107832174130812,0.00993997134316946,0.0015000000000000057,0.0012211312853913842,1.2283691507578085
L1-smooth ball,1390,0.8218375,0.8211625000000001,0.8044000000000001,0.8069500000000001,0.01045142685150325,0.010047739581969195,0.002549999999999998,0.0012128208208281803,2.102536463926072
L1-smooth ball,1400,0.8215937500000002,0.8214375000000003,0.805325,0.80675,0.010996182762828887,0.009491490074713437,0.001424999999999993,0.0013071554242056675,1.09015345353131
L1-smooth ball,1410,0.8220312500000001,0.8218375,0.806475,0.8061,0.010737307517588961,0.009576380877297565,-0.00037499999999999643,0.0012808688457449488,-0.2927700218845574
L1-smooth ball,1420,0.82168125,0.8219000000000001,0.8061500000000003,0.8062,0.010644745467159175,0.010246211421049648,4.9999999999995605e-05,0.0011997369240248814,0.04167580325214584
L1-smooth ball,1430,0.8223375,0.8223500000000001,0.8064249999999998,0.8072999999999999,0.010476374334278006,0.010580857500909141,0.0008750000000000024,0.0012443686281919351,0.7031678396387857
L1-smooth ball,1440,0.8223874999999999,0.8229562500000002,0.8063750000000001,0.807775,0.01048914181235032,0.010316304394677196,0.0013999999999999924,0.0012504140728316158,1.119629113602051
L1-smooth ball,1450,0.8221500000000002,0.8221500000000002,0.8063000000000001,0.8081499999999999,0.009811866655877823,0.010054271919854947,0.0018499999999999983,0.0011172544811982514,1.6558447794417257
L1-smooth ball,1460,0.8223125,0.8225625,0.8061250000000001,0.8075500000000001,0.010313121729039155,0.009313425738679555,0.0014249999999999996,0.001141091427741285,1.248804403710834
L1-smooth ball,1470,0.82285,0.8228000000000002,0.8072500000000001,0.8081499999999999,0.009734480007175562,0.009584947163193538,0.0008999999999999964,0.0011989684118129426,0.7506452973511784
L1-smooth ball,1480,0.822325,0.8221624999999999,0.8068000000000001,0.807625,0.009911731647014262,0.009843311578340024,0.0008249999999999979,0.0012164980165386302,0.6781761982213638
L1-smooth ball,1490,0.8225500000000001,0.8226562500000001,0.8068750000000001,0.8094750000000001,0.009951745951075484,0.008892561583433158,0.002600000000000007,0.00115574978942571,2.2496218678023223
L1-smooth ball,1500,0.8227125000000002,0.82303125,0.80655,0.8088750000000001,0.009684283842151333,0.008074581328859317,0.002324999999999997,0.0011460598949567516,2.028689783344818
L1-smooth ball,1510,0.8225125000000001,0.8232000000000003,0.806825,0.80805,0.009520412678857856,0.008729810763103389,0.0012249999999999939,0.0012047334044333515,1.0168224733306659
L1-smooth ball,1520,0.822575,0.8229500000000001,0.8072999999999999,0.8084250000000002,0.009446018882432563,0.008480927800873925,0.001124999999999997,0.0011227530872589455,1.0020012527834923
L1-smooth ball,1530,0.8224812500000002,0.8230937500000001,0.8077749999999999,0.8087750000000001,0.009387121792943534,0.009418007413267593,0.0009999999999999966,0.0011720654306553754,0.8531946884917796
L1-smooth ball,1540,0.82320625,0.8236125,0.80775,0.8093000000000002,0.00945817480844325,0.009307323064461788,0.001550000000000008,0.001162753176514666,1.333043014895137
L1-smooth ball,1550,0.8229250000000001,0.8233000000000003,0.8068249999999999,0.808325,0.009230870199849223,0.008326171164624592,0.0014999999999999924,0.0010261726477695163,1.4617423327939845
L1-smooth ball,1560,0.8233375,0.8236249999999999,0.8067749999999999,0.8085,0.009240713328974262,0.0081417368409866,0.0017250000000000021,0.0009953775741654576,1.7330107134935937
L1-smooth ball,1570,0.822975,0.8231250000000001,0.8067,0.807575,0.008753642820349851,0.008449605513474172,0.0008750000000000024,0.0010349785290311845,0.845428166339901
L1-smooth ball,1580,0.8226499999999999,0.8227499999999999,0.8076249999999999,0.8077500000000001,0.009759578304766477,0.009194173605214774,0.00012499999999999846,0.00108500744772382,0.1152065824637696
L1-smooth ball,1590,0.8223875,0.8227375000000001,0.8073250000000001,0.808525,0.009582542786892528,0.009184521179295574,0.001200000000000001,0.0011012389716711216,1.0896817410838724
