iteration,reversible,non_reversible,paired_diff,paired_se,t_stat
200,0.6915749999999999,0.694175,0.0025999999999999925,0.0012647713092280607,2.0557076058175876
400,0.6926749999999999,0.6957249999999998,0.003049999999999993,0.0011373924635593529,2.681572190530726
700,0.695525,0.697325,0.0018000000000000028,0.0011158183118458408,1.613165854055895
1000,0.6973,0.6990500000000001,0.0017499999999999994,0.0009276205032122762,1.886547347692174
