potential,best_admissible,best_ess,best_acc_pts,best_acc_t,star_ess,star_bias,star_admissible,cap,uniform_ess,requested_ess,best_over_uniform,n_perm_inadmissible,n_perm,worst_perm_bias
lasso,"ascending (2,5,10) (2,5,10)",2.7539186755242575,-0.04792158778104533,-6.957725747137663,4.649550827355063,0.5521848925364514,False,0.3599369174357898,2.57143232514915,2.2009026202797655,1.0709668104388175,2,2,24.47301830539276
graded,"requested REVERSED (7,2,4) (7,2,4)",2.0248827086136885,0.015516856947770294,1.9749773734979954,2.3176589604571576,0.1209315441542885,False,0.11278447762350878,1.5252072146346232,2.0661825734212758,1.3276115462768558,2,2,1.0627503018448061
