geometry,seed_offset,reversible,non_reversible,paired_diff,paired_se,t_stat
unit ball,101,0.691825,0.6921250000000002,0.00030000000000000805,0.0010649844689909404,0.2816942488224775
unit ball,202,0.692325,0.6944000000000001,0.0020749999999999935,0.0009581225064540207,2.1656938293616532
unit ball,303,0.692025,0.6925999999999999,0.0005749999999999966,0.0010486011605655371,0.5483495742937043
unit ball,404,0.6899,0.6929000000000001,0.002999999999999997,0.0010730867399773184,2.7956733488882803
L1-smooth ball,101,0.6911999999999999,0.695525,0.0043249999999999955,0.0010916666666666646,3.9618320610687054
L1-smooth ball,202,0.69265,0.6954250000000001,0.0027749999999999975,0.001113447984479478,2.492258317120465
L1-smooth ball,303,0.689875,0.6932500000000001,0.0033749999999999926,0.0013513811677709794,2.497444895999882
L1-smooth ball,404,0.6912500000000001,0.6955499999999999,0.004299999999999994,0.0010408815222850013,4.131113779943363
