experiment,eta,s,train,test,d_train,t_train,d_test,t_test,U,proj
titanic_lp,1e-05,"balanced (8.317, 3.267, 3.417)",0.7909129213483146,0.8020670391061451,0.00865168539325842,4.789335939673828,0.009999999999999998,4.673035747303256,386.9867960839015,0.0
titanic_lp,1e-05,"reversed (3.417, 3.267, 8.317)",0.7885814606741575,0.7969273743016759,0.006320224719101117,3.434951751025013,0.004860335195530733,2.1289217730193655,387.1025609892772,0.0
titanic_lp,1e-05,"(2,7,2)",0.7914606741573035,0.801340782122905,0.009199438202247182,4.591519135645421,0.009273743016759784,3.9613738671977883,387.24615484552,0.0
titanic_lp,3e-05,reversible,0.8047471910112359,0.8049162011173184,0.0,0.0,0.0,0.0,371.9346219575544,0.03609
titanic_lp,3e-05,"(1,1,1)",0.80563202247191,0.8051955307262568,0.0008848314606741526,1.359072910151788,0.00027932960893854665,0.2516738589643115,371.5881978473137,0.03916
titanic_lp,3e-05,"(5,5,5)",0.8052387640449439,0.8055307262569833,0.0004915730337078694,0.5136416108108292,0.0006145251396647966,0.4254516205523969,372.31165046621544,0.04359
titanic_lp,3e-05,"(5,0,0)",0.8043258426966292,0.8057541899441341,-0.00042134831460674316,-0.8288364920833927,0.000837988826815641,0.9314373100279862,371.94539625960203,0.036325
titanic_lp,3e-05,"(0,5,0)",0.8031741573033709,0.8035195530726259,-0.0015730337078651725,-2.45973142362833,-0.0013966480446927342,-1.4020862703314458,372.33951190009344,0.04162
titanic_lp,3e-05,"(0,0,5)",0.8049157303370786,0.80463687150838,0.00016853932584269372,0.21603519696472456,-0.00027932960893853776,-0.23027428278757756,371.8281352869505,0.037035
titanic_lp,3e-05,"balanced (1.663, 0.653, 0.683)",0.8055758426966293,0.8060335195530728,0.0008286516853932591,1.3677363798677855,0.0011173184357541898,1.1527614932858772,371.4615957239996,0.03819
titanic_lp,3e-05,"balanced (8.317, 3.267, 3.417)",0.804424157303371,0.8062569832402235,-0.0003230337078651679,-0.3758309607428765,0.0013407821229050264,0.9812506802412904,371.566313794229,0.04208
titanic_lp,3e-05,"reversed (3.417, 3.267, 8.317)",0.8055196629213485,0.8067039106145252,0.0007724719101123578,0.8475734833011225,0.0017877094972066998,1.4019862264823268,371.6652212943361,0.042425
titanic_lp,3e-05,"(2,7,2)",0.8035955056179774,0.8042458100558659,-0.0011516853932584303,-1.3066768558076243,-0.0006703910614525166,-0.46668529021981714,373.7845287564688,0.04599
